Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
N;TO;GURUPI;CARVALHO & SILVANO LTDA;05.205.784/0001-08;AVENIDA GOIAS;2508;QUADRA01                  LOTE  A;SETOR CENTRAL;77410-010;GASOLINA;01/07/2004;2,17;1,825;R$ / litro;CBPI
N;TO;GURUPI;CARVALHO & SILVANO LTDA;05.205.784/0001-08;AVENIDA GOIAS;2508;QUADRA01                  LOTE  A;SETOR CENTRAL;77410-010;ETANOL;01/07/2004;1,34;0,7405;R$ / litro;CBPI
N;TO;GURUPI;CARVALHO & SILVANO LTDA;05.205.784/0001-08;AVENIDA GOIAS;2508;QUADRA01                  LOTE  A;SETOR CENTRAL;77410-010;DIESEL;01/07/2004;1,564;1,3807;R$ / litro;CBPI
N;TO;GURUPI;SEM LIMITE COMERCIO DE DERIVADOS DE PETROLEO LTDA;05.507.128/0001-60;AVENIDA GOIAS;2310;QUADRA15 LOTE NR 01;SETOR CENTRAL;77410-010;GASOLINA;01/07/2004;2,25;1,8962;R$ / litro;BRANCA
N;TO;GURUPI;SEM LIMITE COMERCIO DE DERIVADOS DE PETROLEO LTDA;05.507.128/0001-60;AVENIDA GOIAS;2310;QUADRA15 LOTE NR 01;SETOR CENTRAL;77410-010;ETANOL;01/07/2004;1,19;0,75653;R$ / litro;BRANCA
N;TO;GURUPI;SEM LIMITE COMERCIO DE DERIVADOS DE PETROLEO LTDA;05.507.128/0001-60;AVENIDA GOIAS;2310;QUADRA15 LOTE NR 01;SETOR CENTRAL;77410-010;DIESEL;01/07/2004;1,57;1,3589;R$ / litro;BRANCA
N;TO;GURUPI;FRANCISCO JOSE RIBEIRO & FILHO LTDA;25.006.610/0001-23;AVENIDA GUANABARA;1280;0;CENTRO;77403-080;GASOLINA;01/07/2004;2,16;1,80466;R$ / litro;LIQUIGÁS
N;TO;GURUPI;FRANCISCO JOSE RIBEIRO & FILHO LTDA;25.006.610/0001-23;AVENIDA GUANABARA;1280;0;CENTRO;77403-080;ETANOL;01/07/2004;1,27;0,77529;R$ / litro;LIQUIGÁS
N;TO;GURUPI;FRANCISCO JOSE RIBEIRO & FILHO LTDA;25.006.610/0001-23;AVENIDA GUANABARA;1280;0;CENTRO;77403-080;DIESEL;01/07/2004;1,53;1,35185;R$ / litro;LIQUIGÁS
N;TO;GURUPI;MORAES E BELLE LTDA;03.556.050/0001-48;AVENIDA GUAPORE;1629;;JARDIM SEVILHA;77400-000;GASOLINA;01/07/2004;2,13;1,8516;R$ / litro;CBPI
N;TO;GURUPI;MORAES E BELLE LTDA;03.556.050/0001-48;AVENIDA GUAPORE;1629;;JARDIM SEVILHA;77400-000;ETANOL;01/07/2004;1,32;0,623;R$ / litro;CBPI
N;TO;GURUPI;MORAES E BELLE LTDA;03.556.050/0001-48;AVENIDA GUAPORE;1629;;JARDIM SEVILHA;77400-000;DIESEL;01/07/2004;1,58;1,3884;R$ / litro;CBPI
N;TO;GURUPI;CLAUDIO A SILVA FILHO POSTO;05.507.014/0001-10;AVENIDA GOIAS;2844;QUADRA G, LOTE 03;NOSSA SENHORA D' ABADIA;77410-010;GASOLINA;01/07/2004;2,1;1,8557;R$ / litro;TDC DISTRIBUIDORA
N;TO;GURUPI;CLAUDIO A SILVA FILHO POSTO;05.507.014/0001-10;AVENIDA GOIAS;2844;QUADRA G, LOTE 03;NOSSA SENHORA D' ABADIA;77410-010;ETANOL;01/07/2004;1,18;0,7771;R$ / litro;TDC DISTRIBUIDORA
N;TO;GURUPI;CLAUDIO A SILVA FILHO POSTO;05.507.014/0001-10;AVENIDA GOIAS;2844;QUADRA G, LOTE 03;NOSSA SENHORA D' ABADIA;77410-010;DIESEL;01/07/2004;1,49;1,4497;R$ / litro;TDC DISTRIBUIDORA
N;TO;GURUPI;HORIZONTE COMERCIO DE PETROLEO LTDA;05.293.900/0001-98;AVENIDA GOIAS;610;QUADRA 01, LOTE 01 - 2ª ETAPA;PARQUE AGROINDUSTRIAL;77440-770;GASOLINA;01/07/2004;2,15;1,8962;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;TO;GURUPI;HORIZONTE COMERCIO DE PETROLEO LTDA;05.293.900/0001-98;AVENIDA GOIAS;610;QUADRA 01, LOTE 01 - 2ª ETAPA;PARQUE AGROINDUSTRIAL;77440-770;DIESEL;01/07/2004;1,49;1,3485;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;TO;GURUPI;AUTO POSTO MUTUCAO LTDA;26.956.912/0001-25;RODOVIA BR 153;S/N;KM 654;ZONA RURAL;77400-000;GASOLINA;01/07/2004;2,1;1,8463;R$ / litro;CBPI
N;TO;GURUPI;AUTO POSTO MUTUCAO LTDA;26.956.912/0001-25;RODOVIA BR 153;S/N;KM 654;ZONA RURAL;77400-000;ETANOL;01/07/2004;1,18;0,7356;R$ / litro;CBPI
N;TO;GURUPI;AUTO POSTO MUTUCAO LTDA;26.956.912/0001-25;RODOVIA BR 153;S/N;KM 654;ZONA RURAL;77400-000;DIESEL;01/07/2004;1,499;1,3421;R$ / litro;CBPI
N;TO;GURUPI;ELDORADO COMERCIO DE PETROLEO LTDA;37.377.934/0006-61;AVENIDA LIVRE;810;;CENTRO;77410-430;GASOLINA;01/07/2004;2,13;1,8937;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;TO;GURUPI;ELDORADO COMERCIO DE PETROLEO LTDA;37.377.934/0006-61;AVENIDA LIVRE;810;;CENTRO;77410-430;ETANOL;01/07/2004;1,28;0,8106;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;TO;GURUPI;ELDORADO COMERCIO DE PETROLEO LTDA;37.377.934/0006-61;AVENIDA LIVRE;810;;CENTRO;77410-430;DIESEL;01/07/2004;1,54;1,4348;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;TO;GURUPI;ELDORADO COMERCIO DE PETROLEO LTDA;37.377.934/0002-38;RUA MIN ALFREDO NASSER;795;;CENTRO;77402-080;GASOLINA;01/07/2004;2,15;1,8937;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;TO;GURUPI;ELDORADO COMERCIO DE PETROLEO LTDA;37.377.934/0002-38;RUA MIN ALFREDO NASSER;795;;CENTRO;77402-080;ETANOL;01/07/2004;1,28;0,8106;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;TO;GURUPI;ELDORADO COMERCIO DE PETROLEO LTDA;37.377.934/0002-38;RUA MIN ALFREDO NASSER;795;;CENTRO;77402-080;DIESEL;01/07/2004;1,54;1,4348;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;TO;GURUPI;ELDORADO COMERCIO DE PETROLEO LTDA;37.377.934/0001-57;RODOVIA BR 153;S/N;KM 653;WALDIR LINS;77423-010;GASOLINA;01/07/2004;2,1;1,8937;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;TO;GURUPI;ELDORADO COMERCIO DE PETROLEO LTDA;37.377.934/0001-57;RODOVIA BR 153;S/N;KM 653;WALDIR LINS;77423-010;ETANOL;01/07/2004;1,25;0,7922;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;TO;GURUPI;ELDORADO COMERCIO DE PETROLEO LTDA;37.377.934/0001-57;RODOVIA BR 153;S/N;KM 653;WALDIR LINS;77423-010;DIESEL;01/07/2004;1,5;1,4385;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;TO;GURUPI;COMETA COMERCIAL DERIVADOS PETROLEO LTDA;37.314.432/0001-87;RODOVIA BR 153;S/N;KM 652;VILA GUARACY;77430-290;GASOLINA;01/07/2004;2,16;1,7641;R$ / litro;BRANCA
N;TO;GURUPI;COMETA COMERCIAL DERIVADOS PETROLEO LTDA;37.314.432/0001-87;RODOVIA BR 153;S/N;KM 652;VILA GUARACY;77430-290;ETANOL;01/07/2004;1,19;0,67403;R$ / litro;BRANCA
N;TO;GURUPI;COMETA COMERCIAL DERIVADOS PETROLEO LTDA;37.314.432/0001-87;RODOVIA BR 153;S/N;KM 652;VILA GUARACY;77430-290;DIESEL;01/07/2004;1,56;1,3361;R$ / litro;BRANCA
N;TO;GURUPI;MUTUQUINHA AUTO POSTO LTDA;05.199.434/0001-86;RUA 12;25;;JARDIM ELDORADO;77403-320;GASOLINA;01/07/2004;2,12;1,8462;R$ / litro;BRANCA
N;TO;GURUPI;MUTUQUINHA AUTO POSTO LTDA;05.199.434/0001-86;RUA 12;25;;JARDIM ELDORADO;77403-320;ETANOL;01/07/2004;1,18;0,736;R$ / litro;BRANCA
N;TO;GURUPI;MUTUQUINHA AUTO POSTO LTDA;05.199.434/0001-86;RUA 12;25;;JARDIM ELDORADO;77403-320;DIESEL;01/07/2004;1,519;1,339;R$ / litro;BRANCA
N;TO;GURUPI;M. J. LIMA DE ASSIS - ME;05.087.673/0001-44;RUA 31 DE MARCO;1619;;CENTRO;77402-030;GASOLINA;01/07/2004;2,18;1,768;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;TO;GURUPI;M. J. LIMA DE ASSIS - ME;05.087.673/0001-44;RUA 31 DE MARCO;1619;;CENTRO;77402-030;ETANOL;01/07/2004;1,25;0,63323;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;TO;GURUPI;M. J. LIMA DE ASSIS - ME;05.087.673/0001-44;RUA 31 DE MARCO;1619;;CENTRO;77402-030;DIESEL;01/07/2004;1,56;1,35;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;TO;GURUPI;JANAINA COMERCIO DE COMBUSTIVEIS LTDA;03.364.777/0001-23;AVENIDA GOIAS;987;QD 11 LT 07;JARDIM TOCANTINS;77410-010;GASOLINA;01/07/2004;2,119;1,762;R$ / litro;BRANCA
N;TO;GURUPI;JANAINA COMERCIO DE COMBUSTIVEIS LTDA;03.364.777/0001-23;AVENIDA GOIAS;987;QD 11 LT 07;JARDIM TOCANTINS;77410-010;ETANOL;01/07/2004;1,149;0,63323;R$ / litro;BRANCA
N;TO;GURUPI;JANAINA COMERCIO DE COMBUSTIVEIS LTDA;03.364.777/0001-23;AVENIDA GOIAS;987;QD 11 LT 07;JARDIM TOCANTINS;77410-010;DIESEL;01/07/2004;1,499;1,3555;R$ / litro;BRANCA
N;TO;GURUPI;POSTO DALLAS COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA.;01.599.221/0001-90;AVENIDA GOIAS;1920;;CENTRO;77410-010;GASOLINA;01/07/2004;2,15;1,7631;R$ / litro;COSAN LUBRIFICANTES
N;TO;GURUPI;POSTO DALLAS COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA.;01.599.221/0001-90;AVENIDA GOIAS;1920;;CENTRO;77410-010;ETANOL;01/07/2004;1,26;0,7256;R$ / litro;COSAN LUBRIFICANTES
N;TO;GURUPI;POSTO DALLAS COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA.;01.599.221/0001-90;AVENIDA GOIAS;1920;;CENTRO;77410-010;DIESEL;01/07/2004;1,54;1,345;R$ / litro;COSAN LUBRIFICANTES
N;TO;GURUPI;COMERCIAL DE DERIVADOS DE PETROLEO TIO PATINHAS LTDA;01.163.679/0001-00;RUA SENADOR PEDRO LUDOVICO;1283;"";CENTRO;77402-070;GASOLINA;01/07/2004;2,15;1,8169;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;TO;GURUPI;COMERCIAL DE DERIVADOS DE PETROLEO TIO PATINHAS LTDA;01.163.679/0001-00;RUA SENADOR PEDRO LUDOVICO;1283;"";CENTRO;77402-070;ETANOL;01/07/2004;1,25;0,8308;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;TO;GURUPI;COMERCIAL DE DERIVADOS DE PETROLEO TIO PATINHAS LTDA;01.163.679/0001-00;RUA SENADOR PEDRO LUDOVICO;1283;"";CENTRO;77402-070;DIESEL;01/07/2004;1,54;1,3696;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO BERNARDO DO CAMPO;CENTRO AUTOMOTIVO BAP RUDGE RAMOS LTDA;03.037.921/0001-17;AVENIDA DR.RUDGE RAMOS;223;;RUDGE RAMOS;09772-040;GASOLINA;01/07/2004;1,969;1,7933;R$ / litro;COSAN LUBRIFICANTES
SE;SP;SAO BERNARDO DO CAMPO;CENTRO AUTOMOTIVO BAP RUDGE RAMOS LTDA;03.037.921/0001-17;AVENIDA DR.RUDGE RAMOS;223;;RUDGE RAMOS;09772-040;ETANOL;01/07/2004;0,899;0,7578;R$ / litro;COSAN LUBRIFICANTES
SE;SP;GUARULHOS;AUTO POSTO SAKAMOTO LTDA;49.051.667/0001-02;RODOVIA PRESIDENTE DUTRA;S/N;KM 210,5-SENT SP/RJ;BONSUCESSO;07178-580;GASOLINA;07/07/2004;2,097;1,7405;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;GUARULHOS;AUTO POSTO SAKAMOTO LTDA;49.051.667/0001-02;RODOVIA PRESIDENTE DUTRA;S/N;KM 210,5-SENT SP/RJ;BONSUCESSO;07178-580;ETANOL;07/07/2004;0,999;0,7236;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;GUARULHOS;AUTO POSTO SAKAMOTO LTDA;49.051.667/0001-02;RODOVIA PRESIDENTE DUTRA;S/N;KM 210,5-SENT SP/RJ;BONSUCESSO;07178-580;DIESEL;07/07/2004;1,43;1,2707;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SOROCABA;COMPETRO COMERCIO E DISTRIBUICAO DE DERIVADOS DE PETROLEO LTDA;00.003.188/0001-21;RUA HUMBERTO DE CAMPOS;306;;JARDIM ZULMIRA;18061-000;GASOLINA;05/07/2004;2,02;1,81;R$ / litro;BRANCA
SE;SP;SOROCABA;COMPETRO COMERCIO E DISTRIBUICAO DE DERIVADOS DE PETROLEO LTDA;00.003.188/0001-21;RUA HUMBERTO DE CAMPOS;306;;JARDIM ZULMIRA;18061-000;ETANOL;05/07/2004;0,88;0,66;R$ / litro;BRANCA
SE;SP;SOROCABA;COMPETRO COMERCIO E DISTRIBUICAO DE DERIVADOS DE PETROLEO LTDA;00.003.188/0001-21;RUA HUMBERTO DE CAMPOS;306;;JARDIM ZULMIRA;18061-000;DIESEL;05/07/2004;1,47;1,31;R$ / litro;BRANCA
CO;DF;BRASILIA;GASOL COMBUSTÍVEIS AUTOMOTIVOS LTDA.;00.603.738/0001-43;QI-QUADRA INTERNA 18  LOTES 47, 49, 51 E 53;S/N;;TAGUATINGA;72315-000;GASOLINA;05/07/2004;2,1;1,8347;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;GASOL COMBUSTÍVEIS AUTOMOTIVOS LTDA.;00.603.738/0001-43;QI-QUADRA INTERNA 18  LOTES 47, 49, 51 E 53;S/N;;TAGUATINGA;72315-000;ETANOL;05/07/2004;1,45;0,962;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;GASOL COMBUSTÍVEIS AUTOMOTIVOS LTDA.;00.603.738/0001-43;QI-QUADRA INTERNA 18  LOTES 47, 49, 51 E 53;S/N;;TAGUATINGA;72315-000;DIESEL;05/07/2004;1,55;1,3455;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;PETROBRAS DISTRIBUIDORA S.A.;34.274.233/0015-08;RUA EDISTIO PONDE;474;;STIEP;41770-395;GASOLINA;05/07/2004;2,181;1,8473;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;PETROBRAS DISTRIBUIDORA S.A.;34.274.233/0015-08;RUA EDISTIO PONDE;474;;STIEP;41770-395;ETANOL;05/07/2004;1,43;1,2071;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;PETROBRAS DISTRIBUIDORA S.A.;34.274.233/0015-08;RUA EDISTIO PONDE;474;;STIEP;41770-395;DIESEL;05/07/2004;1,4;1,2723;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;RJ;NITEROI;PETROBRAS DISTRIBUIDORA S.A.;34.274.233/0033-81;AVENIDA ROBERTO SILVEIRA;205;;ICARAÍ;24230-151;GASOLINA;06/07/2004;2,139;1,913;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;RJ;NITEROI;PETROBRAS DISTRIBUIDORA S.A.;34.274.233/0033-81;AVENIDA ROBERTO SILVEIRA;205;;ICARAÍ;24230-151;ETANOL;06/07/2004;1,199;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;RJ;MACAE;PETROBRAS DISTRIBUIDORA S.A.;34.274.233/0052-44;RUA CONSELHEIRO ALMEIDA PEREIRA;303;;PRAIA CAMPISTA;27923-510;GASOLINA;06/07/2004;2,19;2,0065;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;RJ;MACAE;PETROBRAS DISTRIBUIDORA S.A.;34.274.233/0052-44;RUA CONSELHEIRO ALMEIDA PEREIRA;303;;PRAIA CAMPISTA;27923-510;ETANOL;06/07/2004;1,3;1,2152;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;RJ;MACAE;PETROBRAS DISTRIBUIDORA S.A.;34.274.233/0052-44;RUA CONSELHEIRO ALMEIDA PEREIRA;303;;PRAIA CAMPISTA;27923-510;DIESEL;06/07/2004;1,38;1,2662;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;MG;SAO SEBASTIAO DO PARAISO;REDE DE POSTOS ZERO IV LTDA.;00.883.226/0001-88;RODOVIA BR 491 KM 03;3101;;ITAMARATI;37950-000;GASOLINA;05/07/2004;2,09;;R$ / litro;EXXEL
SE;MG;SAO SEBASTIAO DO PARAISO;REDE DE POSTOS ZERO IV LTDA.;00.883.226/0001-88;RODOVIA BR 491 KM 03;3101;;ITAMARATI;37950-000;ETANOL;05/07/2004;1,24;;R$ / litro;EXXEL
SE;MG;SAO SEBASTIAO DO PARAISO;REDE DE POSTOS ZERO IV LTDA.;00.883.226/0001-88;RODOVIA BR 491 KM 03;3101;;ITAMARATI;37950-000;DIESEL;05/07/2004;1,39;;R$ / litro;EXXEL
S;RS;SANTA MARIA;SANTA LUCIA COMERCIO E PAVIMENTACOES LTDA;87.305.868/0001-88;RODOVIA RS 509;1200;KM 03;JOÃO GOULART;97095-000;GASOLINA;06/07/2004;2,3;1,8418;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
S;RS;SANTA MARIA;SANTA LUCIA COMERCIO E PAVIMENTACOES LTDA;87.305.868/0001-88;RODOVIA RS 509;1200;KM 03;JOÃO GOULART;97095-000;ETANOL;06/07/2004;1,28;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
S;RS;SANTA MARIA;SANTA LUCIA COMERCIO E PAVIMENTACOES LTDA;87.305.868/0001-88;RODOVIA RS 509;1200;KM 03;JOÃO GOULART;97095-000;DIESEL;06/07/2004;1,5;1,311;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
S;PR;PATO BRANCO;SANTOS & MERLO LTDA.;79.854.667/0001-01;RUA TOCANTINS;2535;;CENTRO;85501-010;GASOLINA;07/07/2004;2,1;1,776;R$ / litro;LIQUIGÁS
S;PR;PATO BRANCO;SANTOS & MERLO LTDA.;79.854.667/0001-01;RUA TOCANTINS;2535;;CENTRO;85501-010;ETANOL;07/07/2004;1,09;0,671;R$ / litro;LIQUIGÁS
S;PR;PATO BRANCO;SANTOS & MERLO LTDA.;79.854.667/0001-01;RUA TOCANTINS;2535;;CENTRO;85501-010;DIESEL;07/07/2004;1,49;1,208;R$ / litro;LIQUIGÁS
N;AC;CRUZEIRO DO SUL;E. D. SILVA & FILHO LTDA - ME;04.096.504/0001-08;MARGEM ESQUERDA DO RIO JURUA;S/N;FLUTUANTE;CENTRO;69980-000;GASOLINA;05/07/2004;2,52;1,9843;R$ / litro;BRANCA
N;AC;CRUZEIRO DO SUL;E. D. SILVA & FILHO LTDA - ME;04.096.504/0001-08;MARGEM ESQUERDA DO RIO JURUA;S/N;FLUTUANTE;CENTRO;69980-000;DIESEL;05/07/2004;1,88;1,5678;R$ / litro;BRANCA
N;AC;CRUZEIRO DO SUL;AUTO POSTO IGARAPE PRETO LTDA;34.711.457/0001-26;RODOVIA BR 364, KM 76;28271;SALA  02;ZONA RURAL;69980-000;GASOLINA;05/07/2004;2,47;1,9012;R$ / litro;BRANCA
N;AC;CRUZEIRO DO SUL;AUTO POSTO IGARAPE PRETO LTDA;34.711.457/0001-26;RODOVIA BR 364, KM 76;28271;SALA  02;ZONA RURAL;69980-000;DIESEL;05/07/2004;1,85;1,5678;R$ / litro;BRANCA
N;AC;CRUZEIRO DO SUL;CAMELI COMERCIAL E DISTRIBUIDORA LTDA;14.411.789/0005-01;ESTRADA DO AEROPORTO INTERNACIONAL;S/N;KM 2 - PRÉDIO 2 SALA H;NOSSA SENHORA DAS GRAÇAS;69980-000;GASOLINA;05/07/2004;2,51;1,9414;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;CRUZEIRO DO SUL;CAMELI COMERCIAL E DISTRIBUIDORA LTDA;14.411.789/0005-01;ESTRADA DO AEROPORTO INTERNACIONAL;S/N;KM 2 - PRÉDIO 2 SALA H;NOSSA SENHORA DAS GRAÇAS;69980-000;DIESEL;05/07/2004;1,86;1,5699;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;CRUZEIRO DO SUL;CAMELI COMERCIAL E DISTRIBUIDORA LTDA;14.411.789/0003-40;ESTRADA DO AEROPORTO INTERNACIONAL;S/N;KM 2 - PREDIO 2 - SALA G;NOSSA SENHORA DAS GRAÇAS;69980-000;GASOLINA;05/07/2004;2,51;1,9977;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;CRUZEIRO DO SUL;CAMELI COMERCIAL E DISTRIBUIDORA LTDA;14.411.789/0003-40;ESTRADA DO AEROPORTO INTERNACIONAL;S/N;KM 2 - PREDIO 2 - SALA G;NOSSA SENHORA DAS GRAÇAS;69980-000;DIESEL;05/07/2004;1,86;1,5696;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;CRUZEIRO DO SUL;C. A. B. MEDEIROS;04.146.980/0001-96;ESTRADA DO AEROPORTO;S/N;KM 01 - EM FRENTE A GARAGEM DA RAYTUR;COHAB;69980-000;GASOLINA;05/07/2004;2,49;1,9943;R$ / litro;BRANCA
N;AC;CRUZEIRO DO SUL;C. A. B. MEDEIROS;04.146.980/0001-96;ESTRADA DO AEROPORTO;S/N;KM 01 - EM FRENTE A GARAGEM DA RAYTUR;COHAB;69980-000;DIESEL;05/07/2004;1,86;1,5678;R$ / litro;BRANCA
N;AC;CRUZEIRO DO SUL;JAMES CASTRO CAMELI;02.257.256/0002-95;TRAVESSA LUIZ MEIRIM PEDREIRA;101;1º ANDAR, SL 3 B;MIRITIZAL;69980-000;GASOLINA;05/07/2004;2,51;1,9977;R$ / litro;BRANCA
N;AC;CRUZEIRO DO SUL;JAMES CASTRO CAMELI;02.257.256/0002-95;TRAVESSA LUIZ MEIRIM PEDREIRA;101;1º ANDAR, SL 3 B;MIRITIZAL;69980-000;DIESEL;05/07/2004;1,86;1,5699;R$ / litro;BRANCA
N;AC;CRUZEIRO DO SUL;JAMES CASTRO CAMELI;02.257.256/0001-04;RUA   REGO BARROS;360;;Centro;69980-000;GASOLINA;05/07/2004;2,52;1,9977;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;CRUZEIRO DO SUL;JAMES CASTRO CAMELI;02.257.256/0001-04;RUA   REGO BARROS;360;;Centro;69980-000;ETANOL;05/07/2004;2,2;1,48;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;CRUZEIRO DO SUL;JAMES CASTRO CAMELI;02.257.256/0001-04;RUA   REGO BARROS;360;;Centro;69980-000;DIESEL;05/07/2004;1,88;1,5696;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;CRUZEIRO DO SUL;CIMACRE IMPORTAÇÃO E EXPORTAÇÃO LTDA;01.534.514/0002-70;MARGEM ESQUERDA DO RIO JURUÁ;S/N;FLUTUANTE;CENTRO;69980-000;GASOLINA;05/07/2004;2,52;1,9943;R$ / litro;BRANCA
N;AC;CRUZEIRO DO SUL;CIMACRE IMPORTAÇÃO E EXPORTAÇÃO LTDA;01.534.514/0002-70;MARGEM ESQUERDA DO RIO JURUÁ;S/N;FLUTUANTE;CENTRO;69980-000;DIESEL;05/07/2004;1,88;1,5678;R$ / litro;BRANCA
N;AC;CRUZEIRO DO SUL;CIMACRE IMPORTAÇÃO E EXPORTAÇÃO LTDA;01.534.514/0001-90;AVENIDA BOULEVARD THAUMATURGO, 210;S/N;0;CENTRO;69980-000;GASOLINA;05/07/2004;2,52;1,9943;R$ / litro;BRANCA
N;AC;CRUZEIRO DO SUL;CIMACRE IMPORTAÇÃO E EXPORTAÇÃO LTDA;01.534.514/0001-90;AVENIDA BOULEVARD THAUMATURGO, 210;S/N;0;CENTRO;69980-000;DIESEL;05/07/2004;1,88;1,5678;R$ / litro;BRANCA
N;AC;CRUZEIRO DO SUL;AMAZONIA COMERCIO DE DERIVADOS DE PETROLEO - EIRELI;01.492.748/0001-11;MARGEM ESQUERDA DO RIO JURUA;S/N;;CENTRO;69065-001;GASOLINA;05/07/2004;2,52;1,9943;R$ / litro;BRANCA
N;AC;CRUZEIRO DO SUL;AMAZONIA COMERCIO DE DERIVADOS DE PETROLEO - EIRELI;01.492.748/0001-11;MARGEM ESQUERDA DO RIO JURUA;S/N;;CENTRO;69065-001;DIESEL;05/07/2004;1,87;1,4794;R$ / litro;BRANCA
N;AC;RIO BRANCO;COMDEPE COMERCIO DE DERIVADOS DE PETROLEO LTDA;01.198.443/0001-00;AVENIDA NACOES UNIDAS;23;;AVIARIO;69909-720;GASOLINA;07/07/2004;2,37;1,904;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;RIO BRANCO;COMDEPE COMERCIO DE DERIVADOS DE PETROLEO LTDA;01.198.443/0001-00;AVENIDA NACOES UNIDAS;23;;AVIARIO;69909-720;ETANOL;07/07/2004;1,68;1,225;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;RIO BRANCO;COMDEPE COMERCIO DE DERIVADOS DE PETROLEO LTDA;01.198.443/0001-00;AVENIDA NACOES UNIDAS;23;;AVIARIO;69909-720;DIESEL;07/07/2004;1,77;1,475;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;RIO BRANCO;RODRIGUES COMERCIO DE COMBUSTIVEIS LTDA;84.309.376/0001-72;AV CEARA;1867;;CENTRO;69900-303;GASOLINA;07/07/2004;2,37;1,904;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;RIO BRANCO;RODRIGUES COMERCIO DE COMBUSTIVEIS LTDA;84.309.376/0001-72;AV CEARA;1867;;CENTRO;69900-303;ETANOL;07/07/2004;1,68;1,359;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;RIO BRANCO;RODRIGUES COMERCIO DE COMBUSTIVEIS LTDA;84.309.376/0001-72;AV CEARA;1867;;CENTRO;69900-303;DIESEL;07/07/2004;1,77;1,475;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;RIO BRANCO;R. N. DA COSTA;04.113.510/0001-26;RUA JUAREZ TAVORA;S/N;0;PLACAS;69918-400;GASOLINA;07/07/2004;2,25;1,913;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
