Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
NE;BA;PORTO SEGURO;AUTO POSTO ARRAIAL D'AJUDA LTDA;03.374.995/0001-49;ESTRADA PARA TRANCOSO;2001;;ARRAIAL D'AJUDA;45810-000;ETANOL;06/07/2004;1,95;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;PORTO SEGURO;AUTO POSTO ARRAIAL D'AJUDA LTDA;03.374.995/0001-49;ESTRADA PARA TRANCOSO;2001;;ARRAIAL D'AJUDA;45810-000;DIESEL;06/07/2004;1,69;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;PORTO SEGURO;LESTE DERIVADOS DE PETROLEO LTDA;01.700.901/0001-59;AVENIDA ADNO MUSSER;1960;LOT PARQUE RESIDENCIAL TABAPIRI;TABAPIRI;45810-000;GASOLINA;06/07/2004;2,29;1,8524;R$ / litro;CBPI
NE;BA;PORTO SEGURO;LESTE DERIVADOS DE PETROLEO LTDA;01.700.901/0001-59;AVENIDA ADNO MUSSER;1960;LOT PARQUE RESIDENCIAL TABAPIRI;TABAPIRI;45810-000;ETANOL;06/07/2004;1,59;0,938;R$ / litro;CBPI
NE;BA;PORTO SEGURO;LESTE DERIVADOS DE PETROLEO LTDA;01.700.901/0001-59;AVENIDA ADNO MUSSER;1960;LOT PARQUE RESIDENCIAL TABAPIRI;TABAPIRI;45810-000;DIESEL;06/07/2004;1,73;1,3017;R$ / litro;CBPI
NE;BA;PORTO SEGURO;A O S ADMINISTRACAO DE OBRAS E SERVICOS LTDA;00.088.502/0001-16;AVENIDA DOS NAVEGANTES;311;"";CENTRO;45810-000;GASOLINA;06/07/2004;2,29;;R$ / litro;COSAN LUBRIFICANTES
NE;BA;PORTO SEGURO;A O S ADMINISTRACAO DE OBRAS E SERVICOS LTDA;00.088.502/0001-16;AVENIDA DOS NAVEGANTES;311;"";CENTRO;45810-000;ETANOL;06/07/2004;1,6;;R$ / litro;COSAN LUBRIFICANTES
NE;BA;PORTO SEGURO;A O S ADMINISTRACAO DE OBRAS E SERVICOS LTDA;00.088.502/0001-16;AVENIDA DOS NAVEGANTES;311;"";CENTRO;45810-000;DIESEL;06/07/2004;1,65;;R$ / litro;COSAN LUBRIFICANTES
NE;BA;QUIJINGUE;ARRUDA COMERCIO DE DERIVADOS DE PETROLEO LTDA;13.689.682/0002-14;POVOADO TANQUE DO RUMO;S/N;0;ZONA RURAL;48830-000;GASOLINA;05/07/2004;2,1;1,945;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;QUIJINGUE;ARRUDA COMERCIO DE DERIVADOS DE PETROLEO LTDA;13.689.682/0002-14;POVOADO TANQUE DO RUMO;S/N;0;ZONA RURAL;48830-000;ETANOL;05/07/2004;1,349;1,187;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;QUIJINGUE;ARRUDA COMERCIO DE DERIVADOS DE PETROLEO LTDA;13.689.682/0002-14;POVOADO TANQUE DO RUMO;S/N;0;ZONA RURAL;48830-000;DIESEL;05/07/2004;1,359;1,239;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;ACF COMERCIO E SERVICOS LTDA;03.067.443/0001-98;RODOVIA BA  528;S/N;LOTES DE 2 A 4;PARIPE;40810-010;GASOLINA;06/07/2004;2,13;1,8004;R$ / litro;BRANCA
NE;BA;SALVADOR;ACF COMERCIO E SERVICOS LTDA;03.067.443/0001-98;RODOVIA BA  528;S/N;LOTES DE 2 A 4;PARIPE;40810-010;ETANOL;06/07/2004;1,3;1,0307;R$ / litro;BRANCA
NE;BA;SALVADOR;ACF COMERCIO E SERVICOS LTDA;03.067.443/0001-98;RODOVIA BA  528;S/N;LOTES DE 2 A 4;PARIPE;40810-010;DIESEL;06/07/2004;1,36;1,2617;R$ / litro;BRANCA
NE;BA;SALVADOR;POSTO IPANEMA LTDA;05.495.045/0001-06;AVENIDA AFRANIO PEIXOTO;14;A;LOBATO;40470-630;GASOLINA;06/07/2004;2,15;1,8417;R$ / litro;CBPI
NE;BA;SALVADOR;POSTO IPANEMA LTDA;05.495.045/0001-06;AVENIDA AFRANIO PEIXOTO;14;A;LOBATO;40470-630;ETANOL;06/07/2004;1,34;1,073;R$ / litro;CBPI
NE;BA;SALVADOR;COELHO COMERCIO DE COMBUSTIVEIS LTDA;15.621.824/0002-37;RUA NILO PECANHA;113;;CALCADA;40411-380;GASOLINA;06/07/2004;2,14;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;COELHO COMERCIO DE COMBUSTIVEIS LTDA;15.621.824/0002-37;RUA NILO PECANHA;113;;CALCADA;40411-380;ETANOL;06/07/2004;1,33;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;COELHO COMERCIO DE COMBUSTIVEIS LTDA;15.621.824/0002-37;RUA NILO PECANHA;113;;CALCADA;40411-380;DIESEL;06/07/2004;1,4;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;RUY ANDRADE & CIA LTDA;14.050.413/0001-95;AVENIDA AFRANIO PEIXOTO;7000;;IACARANHA;40713-580;GASOLINA;06/07/2004;2,14;1,8414;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;RUY ANDRADE & CIA LTDA;14.050.413/0001-95;AVENIDA AFRANIO PEIXOTO;7000;;IACARANHA;40713-580;ETANOL;06/07/2004;1,35;1,1893;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;RUY ANDRADE & CIA LTDA;14.050.413/0001-95;AVENIDA AFRANIO PEIXOTO;7000;;IACARANHA;40713-580;DIESEL;06/07/2004;1,4;1,2751;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;YANSA-COMERCIO DE DERIVADOS DE PETROLEO E SERVICOS LTDA;97.430.284/0003-50;AVENIDA AFRANIO PEIXOTO;SN;SUBURBANA;PARIPE;40800-570;GASOLINA;06/07/2004;2,15;1,8439;R$ / litro;SATELITE
NE;BA;SALVADOR;YANSA-COMERCIO DE DERIVADOS DE PETROLEO E SERVICOS LTDA;97.430.284/0003-50;AVENIDA AFRANIO PEIXOTO;SN;SUBURBANA;PARIPE;40800-570;ETANOL;06/07/2004;1,39;1,0611;R$ / litro;SATELITE
NE;BA;SALVADOR;YANSA-COMERCIO DE DERIVADOS DE PETROLEO E SERVICOS LTDA;97.430.284/0003-50;AVENIDA AFRANIO PEIXOTO;SN;SUBURBANA;PARIPE;40800-570;DIESEL;06/07/2004;1,43;1,1931;R$ / litro;SATELITE
NE;BA;SALVADOR;POSTO GAMELEIRA LTDA;13.570.353/0010-60;RODOVIA BR 324;S/N;KM 9,5;PIRAJÁ;41305-280;GASOLINA;06/07/2004;2,14;1,8414;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;POSTO GAMELEIRA LTDA;13.570.353/0010-60;RODOVIA BR 324;S/N;KM 9,5;PIRAJÁ;41305-280;ETANOL;06/07/2004;1,39;1,1893;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;POSTO GAMELEIRA LTDA;13.570.353/0010-60;RODOVIA BR 324;S/N;KM 9,5;PIRAJÁ;41305-280;DIESEL;06/07/2004;1,39;1,2608;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;GRL ORGANIZACAO REVENDEDORA DE COMBUSTIVEIS, LUBRIFICANTES LTDA;40.511.529/0002-75;ESTRADA CAMPINAS PIRAJA;1;": LOTEAMENTO JARDIM;";CAMPINAS DE PIRAJA;41270-000;GASOLINA;06/07/2004;2,15;1,869;R$ / litro;RAIZEN
NE;BA;SALVADOR;GRL ORGANIZACAO REVENDEDORA DE COMBUSTIVEIS, LUBRIFICANTES LTDA;40.511.529/0002-75;ESTRADA CAMPINAS PIRAJA;1;": LOTEAMENTO JARDIM;";CAMPINAS DE PIRAJA;41270-000;ETANOL;06/07/2004;1,39;1,1652;R$ / litro;RAIZEN
NE;BA;SALVADOR;GRL ORGANIZACAO REVENDEDORA DE COMBUSTIVEIS, LUBRIFICANTES LTDA;40.511.529/0002-75;ESTRADA CAMPINAS PIRAJA;1;": LOTEAMENTO JARDIM;";CAMPINAS DE PIRAJA;41270-000;DIESEL;06/07/2004;1,39;1,269;R$ / litro;RAIZEN
NE;BA;SALVADOR;GRL ORGANIZACAO REVENDEDORA DE COMBUSTIVEIS, LUBRIFICANTES LTDA;40.511.529/0004-37;RODOVIA BR-324 (SENTIDO FSA);SN;"KM: 4.8 ; : JAQUEIRA DO CARNEIRO;";CALABETAO;41227-410;GASOLINA;06/07/2004;2,13;1,9102;R$ / litro;RAIZEN
NE;BA;SALVADOR;GRL ORGANIZACAO REVENDEDORA DE COMBUSTIVEIS, LUBRIFICANTES LTDA;40.511.529/0004-37;RODOVIA BR-324 (SENTIDO FSA);SN;"KM: 4.8 ; : JAQUEIRA DO CARNEIRO;";CALABETAO;41227-410;ETANOL;06/07/2004;1,39;1,1511;R$ / litro;RAIZEN
NE;BA;SALVADOR;GRL ORGANIZACAO REVENDEDORA DE COMBUSTIVEIS, LUBRIFICANTES LTDA;40.511.529/0004-37;RODOVIA BR-324 (SENTIDO FSA);SN;"KM: 4.8 ; : JAQUEIRA DO CARNEIRO;";CALABETAO;41227-410;DIESEL;06/07/2004;1,36;1,3012;R$ / litro;RAIZEN
NE;BA;SALVADOR;GRL ORGANIZACAO REVENDEDORA DE COMBUSTIVEIS, LUBRIFICANTES LTDA;40.511.529/0005-18;AVENIDA BARROS REIS;3132;;PAU MIUDO;40310-010;GASOLINA;07/07/2004;2,16;1,9102;R$ / litro;RAIZEN
NE;BA;SALVADOR;GRL ORGANIZACAO REVENDEDORA DE COMBUSTIVEIS, LUBRIFICANTES LTDA;40.511.529/0005-18;AVENIDA BARROS REIS;3132;;PAU MIUDO;40310-010;DIESEL;07/07/2004;1,42;1,3419;R$ / litro;RAIZEN
NE;BA;SALVADOR;POSTO DE COMBUSTIVEL ITAJAI LTDA;63.287.262/0001-07;AVENIDA PROF. MAGALHÃES NETO;1338;GLEBA 20;PITUBA;41820-020;GASOLINA;05/07/2004;2,18;1,8852;R$ / litro;RAIZEN
NE;BA;SALVADOR;POSTO DE COMBUSTIVEL ITAJAI LTDA;63.287.262/0001-07;AVENIDA PROF. MAGALHÃES NETO;1338;GLEBA 20;PITUBA;41820-020;ETANOL;05/07/2004;1,49;1,2268;R$ / litro;RAIZEN
NE;BA;SALVADOR;AUTO POSTO BUDIÃO LTDA.;13.635.461/0001-82;RUA DOUTOR AUGUSTO LOPES PONTES;167;;COSTA AZUL;41760-035;GASOLINA;05/07/2004;2,17;2,3675;R$ / litro;RAIZEN
NE;BA;SALVADOR;AUTO POSTO BUDIÃO LTDA.;13.635.461/0001-82;RUA DOUTOR AUGUSTO LOPES PONTES;167;;COSTA AZUL;41760-035;ETANOL;05/07/2004;1,399;1,1462;R$ / litro;RAIZEN
NE;BA;SALVADOR;AUTO POSTO BUDIÃO LTDA.;13.635.461/0001-82;RUA DOUTOR AUGUSTO LOPES PONTES;167;;COSTA AZUL;41760-035;DIESEL;05/07/2004;1,43;1,2915;R$ / litro;RAIZEN
NE;BA;SALVADOR;JOVEM POSTO COMERCIO COMBUSTIVEIS LTDA;13.511.050/0002-66;AVENIDA SAN MARTIN;161;;RETIRO;40360-010;GNV;06/07/2004;1,099;0,4214;R$ / m³;BRANCA
NE;BA;SALVADOR;GRL ORGANIZACAO REVENDEDORA DE COMBUSTIVEIS, LUBRIFICANTES LTDA;40.511.529/0001-94;RODOVIA BR-324 (SENTIDO SSA);S/N;"KM:  11.6;";VALERIA;41300-501;GASOLINA;06/07/2004;2,13;1,869;R$ / litro;RAIZEN
NE;BA;SALVADOR;GRL ORGANIZACAO REVENDEDORA DE COMBUSTIVEIS, LUBRIFICANTES LTDA;40.511.529/0001-94;RODOVIA BR-324 (SENTIDO SSA);S/N;"KM:  11.6;";VALERIA;41300-501;DIESEL;06/07/2004;1,36;1,269;R$ / litro;RAIZEN
NE;BA;SALVADOR;LEIRO POSTOS DE SERVIÇOS LTDA;13.322.698/0001-03;AVENIDA LUIZ VIANA FILHO;385;PARALELA;PERNAMBUÉS;41130-530;GASOLINA;06/07/2004;2,17;1,8617;R$ / litro;CBPI
NE;BA;SALVADOR;LEIRO POSTOS DE SERVIÇOS LTDA;13.322.698/0001-03;AVENIDA LUIZ VIANA FILHO;385;PARALELA;PERNAMBUÉS;41130-530;ETANOL;06/07/2004;1,35;1,097;R$ / litro;CBPI
NE;BA;SALVADOR;LEIRO POSTOS DE SERVIÇOS LTDA;13.322.698/0001-03;AVENIDA LUIZ VIANA FILHO;385;PARALELA;PERNAMBUÉS;41130-530;GNV;06/07/2004;1,099;0,7818;R$ / m³;CBPI
NE;BA;SALVADOR;POSTO DE ABASTECIMENTO E SERVIÇOS ITAGUAI LTDA;41.995.861/0001-34;RUA MUNDO NOVO;1428;LT 16/ 18 QD. 17;RIO VERMELHO;41920-200;GASOLINA;05/07/2004;2,17;1,879;R$ / litro;RAIZEN
NE;BA;SALVADOR;POSTO DE ABASTECIMENTO E SERVIÇOS ITAGUAI LTDA;41.995.861/0001-34;RUA MUNDO NOVO;1428;LT 16/ 18 QD. 17;RIO VERMELHO;41920-200;DIESEL;05/07/2004;1,475;1,2286;R$ / litro;RAIZEN
NE;BA;SALVADOR;J A SOBRAL & CIA LTDA;13.799.101/0001-16;AVENIDA MARIO LEAL FERREIRA;509;;BONOCO;40252-390;GASOLINA;06/07/2004;2,17;1,8491;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;J A SOBRAL & CIA LTDA;13.799.101/0001-16;AVENIDA MARIO LEAL FERREIRA;509;;BONOCO;40252-390;ETANOL;06/07/2004;1,35;1,1479;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;J A SOBRAL & CIA LTDA;13.799.101/0001-16;AVENIDA MARIO LEAL FERREIRA;509;;BONOCO;40252-390;DIESEL;06/07/2004;1,479;1,2788;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;COELHO, MENDES & SILVA LTDA;15.211.436/0001-05;AVENIDA SAN MARTIN;S/N;;RETIRO;40360-840;GASOLINA;06/07/2004;2,15;1,8893;R$ / litro;COSAN LUBRIFICANTES
NE;BA;SALVADOR;COELHO, MENDES & SILVA LTDA;15.211.436/0001-05;AVENIDA SAN MARTIN;S/N;;RETIRO;40360-840;ETANOL;06/07/2004;1,46;1,1642;R$ / litro;COSAN LUBRIFICANTES
NE;BA;SALVADOR;COELHO, MENDES & SILVA LTDA;15.211.436/0001-05;AVENIDA SAN MARTIN;S/N;;RETIRO;40360-840;DIESEL;06/07/2004;1,41;1,3041;R$ / litro;COSAN LUBRIFICANTES
NE;BA;SALVADOR;COELHO, MENDES & SILVA LTDA;15.211.436/0001-05;AVENIDA SAN MARTIN;S/N;;RETIRO;40360-840;GNV;06/07/2004;1,099;0,8031;R$ / m³;COSAN LUBRIFICANTES
NE;BA;SALVADOR;CORESFIL COMERCIO REVENDEDOR DE COMBUSTIVEIS LTDA;13.018.536/0006-90;RODOVIA CIA AEROPORTO;S/N;KM 9 - TÉRREO;CENTRO;40000-000;GASOLINA;06/07/2004;2,13;1,864;R$ / litro;CBPI
NE;BA;SALVADOR;CORESFIL COMERCIO REVENDEDOR DE COMBUSTIVEIS LTDA;13.018.536/0006-90;RODOVIA CIA AEROPORTO;S/N;KM 9 - TÉRREO;CENTRO;40000-000;ETANOL;06/07/2004;1,36;1,0938;R$ / litro;CBPI
NE;BA;SALVADOR;PASSOS GARCIA COMERCIO DE DERIVADOS DE PETROLEO LTDA;04.159.161/0001-83;RUA PORTO DOS TAINHEIROS;9;;RIBEIRA;40450-750;GASOLINA;06/07/2004;2,15;1,7137;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;PASSOS GARCIA COMERCIO DE DERIVADOS DE PETROLEO LTDA;04.159.161/0001-83;RUA PORTO DOS TAINHEIROS;9;;RIBEIRA;40450-750;DIESEL;06/07/2004;1,46;1,1935;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;AUTO POSTO MERIDIONAL LTDA;40.585.119/0001-98;RUA FERNANDES VIEIRA;54;;CENTRO;40411-560;GASOLINA;07/07/2004;2,15;1,9102;R$ / litro;RAIZEN
NE;BA;SALVADOR;AUTO POSTO MERIDIONAL LTDA;40.585.119/0001-98;RUA FERNANDES VIEIRA;54;;CENTRO;40411-560;ETANOL;07/07/2004;1,43;1,18;R$ / litro;RAIZEN
NE;BA;SALVADOR;AUTO POSTO MERIDIONAL LTDA;40.585.119/0001-98;RUA FERNANDES VIEIRA;54;;CENTRO;40411-560;DIESEL;07/07/2004;1,47;1,3307;R$ / litro;RAIZEN
NE;BA;SALVADOR;CLERALDO ANDRADE REZENDE DE SALVADOR;04.628.571/0001-26;RODOVIA BR 324;S/N;KM 12;AGUAS CLARAS;41310-450;GASOLINA;06/07/2004;2,13;1,8893;R$ / litro;COSAN LUBRIFICANTES
NE;BA;SALVADOR;CLERALDO ANDRADE REZENDE DE SALVADOR;04.628.571/0001-26;RODOVIA BR 324;S/N;KM 12;AGUAS CLARAS;41310-450;DIESEL;06/07/2004;1,36;1,2915;R$ / litro;COSAN LUBRIFICANTES
NE;BA;SALVADOR;CLERALDO ANDRADE REZENDE DE SALVADOR;04.628.571/0001-26;RODOVIA BR 324;S/N;KM 12;AGUAS CLARAS;41310-450;GNV;06/07/2004;1,099;0,7215;R$ / m³;COSAN LUBRIFICANTES
NE;BA;SALVADOR;POSTO PORTOSECO DE COMBUSTIVEIS LTDA;02.558.546/0001-98;RODOVIA BR 324;S/N;KM 09;PIRAJÁ;40100-000;GASOLINA;06/07/2004;2,15;1,8643;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;POSTO PORTOSECO DE COMBUSTIVEIS LTDA;02.558.546/0001-98;RODOVIA BR 324;S/N;KM 09;PIRAJÁ;40100-000;ETANOL;06/07/2004;1,369;0,9639;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;POSTO PORTOSECO DE COMBUSTIVEIS LTDA;02.558.546/0001-98;RODOVIA BR 324;S/N;KM 09;PIRAJÁ;40100-000;DIESEL;06/07/2004;1,366;1,2653;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;POSTO PORTOSECO DE COMBUSTIVEIS LTDA;02.558.546/0001-98;RODOVIA BR 324;S/N;KM 09;PIRAJÁ;40100-000;GNV;06/07/2004;1,099;0,7959;R$ / m³;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;HORTO COMERCIO DE DERIVADOS DE PETROLEO LTDA;01.060.990/0001-16;AVENIDA SANTA LUZIA;77/ 78;;BROTAS;40260-530;GASOLINA;05/07/2004;2,165;1,8493;R$ / litro;CBPI
NE;BA;SALVADOR;RODRIGUES TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA;73.413.601/0005-23;AVENIDA FERNANDES DA CUNHA;80;;ROMA;40410-200;GASOLINA;06/07/2004;2,13;1,8507;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;RODRIGUES TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA;73.413.601/0005-23;AVENIDA FERNANDES DA CUNHA;80;;ROMA;40410-200;ETANOL;06/07/2004;1,35;0,9533;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;RODRIGUES TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA;73.413.601/0005-23;AVENIDA FERNANDES DA CUNHA;80;;ROMA;40410-200;DIESEL;06/07/2004;1,42;1,1789;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;POSTO DE LUBRIFICAÇAO SANTANA LTDA;15.168.958/0001-63;AV. ANTONIO CARLOS MAGALHAES, S/N;S/N;;PITUBA - SALVADOR - BA;41850-000;GASOLINA;05/07/2004;2,14;1,8931;R$ / litro;COSAN LUBRIFICANTES
NE;BA;SALVADOR;POSTO DE LUBRIFICAÇAO SANTANA LTDA;15.168.958/0001-63;AV. ANTONIO CARLOS MAGALHAES, S/N;S/N;;PITUBA - SALVADOR - BA;41850-000;ETANOL;05/07/2004;1,38;1,1672;R$ / litro;COSAN LUBRIFICANTES
NE;BA;SALVADOR;POSTO DE LUBRIFICAÇAO SANTANA LTDA;15.168.958/0001-63;AV. ANTONIO CARLOS MAGALHAES, S/N;S/N;;PITUBA - SALVADOR - BA;41850-000;DIESEL;05/07/2004;1,48;1,2969;R$ / litro;COSAN LUBRIFICANTES
NE;BA;SALVADOR;POSTO DE COMB. RAMPA DO MERCADO LTDA;96.857.388/0001-10;PRACA VISCONDE DE CAIRU;S/N;;CONCEIÇAO DA PRAIA;40015-000;GASOLINA;07/07/2004;2,15;1,77;R$ / litro;BRANCA
NE;BA;SALVADOR;POSTO DE COMB. RAMPA DO MERCADO LTDA;96.857.388/0001-10;PRACA VISCONDE DE CAIRU;S/N;;CONCEIÇAO DA PRAIA;40015-000;ETANOL;07/07/2004;1,39;0,9958;R$ / litro;BRANCA
NE;BA;SALVADOR;POSTO DE COMB. RAMPA DO MERCADO LTDA;96.857.388/0001-10;PRACA VISCONDE DE CAIRU;S/N;;CONCEIÇAO DA PRAIA;40015-000;DIESEL;07/07/2004;1,4;1,266;R$ / litro;BRANCA
NE;BA;SALVADOR;CCS  COMERCIO DE COMBUSTÍVEIS E SERVIÇOS LTDA;96.766.340/0001-05;AVENIDA ANTONIO CARLOS MAGALHAES;S/N;0;PITUBA;41850-000;GASOLINA;06/07/2004;2,179;1,8414;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;CCS  COMERCIO DE COMBUSTÍVEIS E SERVIÇOS LTDA;96.766.340/0001-05;AVENIDA ANTONIO CARLOS MAGALHAES;S/N;0;PITUBA;41850-000;DIESEL;06/07/2004;1,42;1,2751;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;UNIPOSTO-SERVICOS DE LAVAGEM E LUBRIFICACAO LTDA;86.735.073/0001-47;RUA EURICO TEMPORAL;S/N;;VALERIA;41300-140;GASOLINA;06/07/2004;2,14;1,82;R$ / litro;BRANCA
NE;BA;SALVADOR;UNIPOSTO-SERVICOS DE LAVAGEM E LUBRIFICACAO LTDA;86.735.073/0001-47;RUA EURICO TEMPORAL;S/N;;VALERIA;41300-140;ETANOL;06/07/2004;1,6;;R$ / litro;BRANCA
NE;BA;SALVADOR;UNIPOSTO-SERVICOS DE LAVAGEM E LUBRIFICACAO LTDA;86.735.073/0001-47;RUA EURICO TEMPORAL;S/N;;VALERIA;41300-140;DIESEL;06/07/2004;1,419;1,285;R$ / litro;BRANCA
NE;BA;SALVADOR;ABO POSTOS DE ABASTECIMENTO E SERVICOS LTDA;63.274.351/0001-00;ESTRADA DO COQUEIRO GRANDE;2003;;CAJAZEIRAS;41342-315;GASOLINA;06/07/2004;2,14;1,8493;R$ / litro;CBPI
NE;BA;SALVADOR;ABO POSTOS DE ABASTECIMENTO E SERVICOS LTDA;63.274.351/0001-00;ESTRADA DO COQUEIRO GRANDE;2003;;CAJAZEIRAS;41342-315;ETANOL;06/07/2004;1,36;1,0914;R$ / litro;CBPI
NE;BA;SALVADOR;POSTO ITAJUBA DE COMBUSTIVEIS LTDA;63.243.323/0001-26;AVENIDA ARNALDO LOPES DA SILVA;736;0;STIEP;41760-280;GASOLINA;05/07/2004;2,17;1,859;R$ / litro;CBPI
NE;BA;SALVADOR;POSTO DE COMBUSTIVEIS ULM LTDA;42.064.493/0004-16;AVENIDA ARTHUR DE AZEVEDO MACHADO;1443;ANTIGO 1405;STIEP;41760-000;GASOLINA;05/07/2004;2,17;1,8721;R$ / litro;RAIZEN
NE;BA;SALVADOR;POSTO DE COMBUSTIVEIS ULM LTDA;42.064.493/0004-16;AVENIDA ARTHUR DE AZEVEDO MACHADO;1443;ANTIGO 1405;STIEP;41760-000;ETANOL;05/07/2004;1,449;1,0861;R$ / litro;RAIZEN
NE;BA;SALVADOR;TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA;42.018.952/0004-25;AVENIDA MARIO LEAL FERREIRA;252;;BONOCÔ;40285-000;GASOLINA;06/07/2004;2,17;1,895;R$ / litro;COSAN LUBRIFICANTES
NE;BA;SALVADOR;TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA;42.018.952/0004-25;AVENIDA MARIO LEAL FERREIRA;252;;BONOCÔ;40285-000;ETANOL;06/07/2004;1,35;1,1677;R$ / litro;COSAN LUBRIFICANTES
NE;BA;SALVADOR;TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA;42.018.952/0003-44;AVENIDA BONFIM;180;;BONFIM;40415-000;GASOLINA;06/07/2004;2,13;1,7618;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA;42.018.952/0003-44;AVENIDA BONFIM;180;;BONFIM;40415-000;ETANOL;06/07/2004;1,35;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA;42.018.952/0003-44;AVENIDA BONFIM;180;;BONFIM;40415-000;DIESEL;06/07/2004;1,42;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;POSTO ITAUNA LTDA;41.984.956/0001-52;AVENIDA REITOR CALMON;2240;0;VALE DO CANELA;40110-100;GASOLINA;06/07/2004;2,17;1,8561;R$ / litro;CBPI
NE;BA;SALVADOR;POSTO ITAUNA LTDA;41.984.956/0001-52;AVENIDA REITOR CALMON;2240;0;VALE DO CANELA;40110-100;ETANOL;06/07/2004;1,35;1,1004;R$ / litro;CBPI
NE;BA;SALVADOR;M DE AGUIAR COM. DE COMBUSTIVEIS E DER. DE PETROLEO LTD;34.310.961/0001-14;RODOVIA BR 324;S/N;KM 9 235;PIRAJÁ;40000-000;GASOLINA;06/07/2004;2,13;1,8987;R$ / litro;COSAN LUBRIFICANTES
NE;BA;SALVADOR;M DE AGUIAR COM. DE COMBUSTIVEIS E DER. DE PETROLEO LTD;34.310.961/0001-14;RODOVIA BR 324;S/N;KM 9 235;PIRAJÁ;40000-000;ETANOL;06/07/2004;1,36;1,1806;R$ / litro;COSAN LUBRIFICANTES
NE;BA;SALVADOR;M DE AGUIAR COM. DE COMBUSTIVEIS E DER. DE PETROLEO LTD;34.310.961/0001-14;RODOVIA BR 324;S/N;KM 9 235;PIRAJÁ;40000-000;DIESEL;06/07/2004;1,36;1,2966;R$ / litro;COSAN LUBRIFICANTES
NE;BA;SALVADOR;HIPER POSTO CAMINHO DAS ARVORES LTDA;34.276.766/0001-15;AVENIDA TANCREDO NEVES;1506;GLEBA 1;CAMINHO DAS ARVORES;41820-020;GASOLINA;06/07/2004;2,18;1,868;R$ / litro;RAIZEN
NE;BA;SALVADOR;HIPER POSTO CAMINHO DAS ARVORES LTDA;34.276.766/0001-15;AVENIDA TANCREDO NEVES;1506;GLEBA 1;CAMINHO DAS ARVORES;41820-020;ETANOL;06/07/2004;1,45;1,6438;R$ / litro;RAIZEN
