Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S18010700004,03/20/2014,2627,Hy-Vee Wine and Spirits #1,3424 MARTIN LUTHER KING JR PKW,DES MOINES,50310,POINT (-93.65129 41.626668),77,Polk,1081200,CREAM LIQUEURS,461,Campari(skyy),68126,Carolan's Irish Cream Liqueur,12,750,7.70,11.55,4,46.20,3.00,0.79
S25530800095,05/07/2015,2627,Hy-Vee Wine and Spirits #1,3424 MARTIN LUTHER KING JR PKW,DES MOINES,50310,POINT (-93.65129 41.626668),77,Polk,1052010,IMPORTED GRAPE BRANDIES,420,"Moet Hennessy USA, Inc.",48106,Hennessy Vs Cognac,12,750,18.99,28.49,12,341.88,9.00,2.38
S27562900013,08/27/2015,3731,Wal-Mart 1241 / Davenport,5811 ELMORE AVE,DAVENPORT,52807,POINT (-90.525525 41.580212),82,Scott,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41989,Uv Cake Vodka,12,750,6.50,9.75,12,117.00,9.00,2.38
S04218800002,02/22/2012,4163,Fareway Stores #461 / Storm Lake,731 SENECA ST,STORM LAKE,50588,POINT (-95.196856 42.646379),11,Buena Vista,1071100,AMERICAN COCKTAILS,395,Proximo,58868,Jose Cuervo Authentic Strawberry Margarita,6,1750,8.20,12.30,6,73.80,10.50,2.77
S28620100027,10/22/2015,4847,Slagle Foods LeClaire,1301 EAGLE RIDGE RD,LECLAIRE,52753,POINT (-90.359813 41.587349),82,Scott,1031080,VODKA 80 PROOF,301,Fifth Generation Inc.,38176,Titos Vodka,12,750,9.65,14.48,12,173.76,9.00,2.38
S06777400024,07/25/2012,2596,Hy-Vee / Regal Liquors and Video,2453 NORTH COURT,OTTUMWA,52501,POINT (-92.408085 41.049854),90,Wapello,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Brands,52316,Christian Bros Brandy,12,750,5.01,7.76,12,93.12,9.00,2.38
S24433000033,03/10/2015,2228,Rodgers Spirits and More,53 GREEN ST,WINTERSET,50273,POINT (-94.013374 41.336405),61,Madison,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26828,Jack Daniels Old #7 Black Lbl,6,1750,28.69,43.04,1,43.04,1.75,0.46
S11313300003,03/28/2013,4622,Quik Trip #544 / SE 14th DM,"3941, SE 14th ST",DES MOINES,50320,POINT (-93.596748 41.548497),77,Polk,1031080,VODKA 80 PROOF,300,Mccormick Distilling Company,36903,Mccormick Vodka,48,200,1.13,1.70,48,81.60,9.60,2.54
S09997400046,01/10/2013,4604,Pit Stop Liquors / Newton,"1324, 1st AVE E",NEWTON,50208,POINT (-93.035654 41.699173),50,Jasper,1081390,IMPORTED SCHNAPPS,260,Diageo Americas,69940,Rumple Minze Peppermint Mini,12,500,13.50,20.25,1,20.25,0.50,0.13
S23862100006,02/05/2015,2579,Hy-Vee Food Store / Grinnell,320 WEST STREET SOUTH,GRINNELL,50112,POINT (-92.727343 41.7283),79,Poweshiek,1042100,IMPORTED DRY GINS,260,Diageo Americas,28867,Tanqueray Gin,12,1000,15.25,22.88,12,274.56,12.00,3.17
S18520100018,04/21/2014,2460,"Liquor Barn, Inc.",721 CENTRAL AVENUE WEST,HAMPTON,50441,POINT (-93.21693 42.741728),35,Franklin,1051110,BLACKBERRY BRANDIES,434,Luxco-St Louis,55088,Paramount Blackberry Brandy,6,1750,11.29,16.94,6,101.64,10.50,2.77
S29238500011,11/21/2015,2556,Hy-Vee Wine and Spirits / Esthervill,2608 E. CENTRAL AVENUE,ESTHERVILLE,51334,,32,Emmet,1012100,CANADIAN WHISKIES,55,Sazerac North America,12408,Canadian Ltd Whisky,6,1750,9.14,13.71,6,82.26,10.50,2.77
S19599500009,06/18/2014,4670,Guppy's On The Go / Tripoli,"600, 7TH AVE SW",TRIPOLI,50676,POINT (-92.264269 42.802374),09,Bremer,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56,10.50,2.77
S09825500005,01/02/2013,2963,Dahl's / Clive,15500 HICKMAN,CLIVE,50325,POINT (-93.831913 41.614713),77,Polk,1071100,AMERICAN COCKTAILS,395,Proximo,58872,Jose Cuervo Authentic Light Margarita Lime,6,1750,8.20,12.30,6,73.80,10.50,2.77
S09892700027,01/07/2013,3565,Hartig Drug Store #10,701 MORMON TREK BLVD,IOWA CITY,52246,POINT (-91.574025 41.651984),52,Johnson,1011100,BLENDED WHISKIES,297,Laird And Company,23626,Five Star Pet,12,750,3.46,5.19,2,10.38,1.50,0.40
S05716700021,05/24/2012,2620,Hy-Vee / Windsor Heights,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,,77,Polk,1011100,BLENDED WHISKIES,297,Laird And Company,23828,Five Star,6,1750,7.36,11.04,6,66.24,10.50,2.77
S27337000041,08/17/2015,5054,Cork 'N Bottle / Manchester,900 E MAIN ST,MANCHESTER,52087,POINT (-91.445038 42.484073),28,Delaware,1031080,VODKA 80 PROOF,297,Laird And Company,35918,Five O'clock Vodka,6,1750,7.20,10.80,6,64.80,10.50,2.77
S16748400031,01/08/2014,2611,Hy-Vee Drugstore / Ottumwa,1140 NORTH JEFFERSON ST,OTTUMWA,52501,POINT (-92.401538 41.026754000000004),90,Wapello,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36306,Hawkeye Vodka,12,750,3.34,5.01,12,60.12,9.00,2.38
S23848600105,02/04/2015,3723,J D Spirits Liquor,1023  9TH ST,ONAWA,51040,POINT (-96.095845 42.025841),67,Monona,1031080,VODKA 80 PROOF,260,Diageo Americas,37994,Smirnoff Vodka 80 Prf,24,375,4.75,7.13,2,14.26,0.75,0.20
S29206500018,11/21/2015,4584,J & C Grocery / Dumont,611 MAIN ST,DUMONT,50602,POINT (-92.973022 42.750551),12,Butler,1062300,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43136,Bacardi Limon,12,750,8.26,12.39,2,24.78,1.50,0.40
S18225300096,04/02/2014,2543,Hy-Vee Food Store #1 / Ottumwa,1025 NORTH QUINCY AVE,OTTUWMA,52501,POINT (-92.438463 41.01558),90,Wapello,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69611,Dr. Mcgillicuddy's Apple Pie Schnapps,12,750,8.32,12.48,3,37.44,2.25,0.59
S17263100112,02/06/2014,3926,Liquor Downtown / Iowa City,315 S GILBERT ST,IOWA CITY,52240,POINT (-91.530181 41.657654),52,Johnson,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37348,Phillips Vodka,6,1750,7.60,11.40,6,68.40,10.50,2.77
S10477100077,02/07/2013,2848,CVS Pharmacy #10114 / Ankeny,104 E FIRST ST,ANKENY,50023,,77,Polk,1062300,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43136,Bacardi Limon,12,750,7.33,11.49,3,34.47,2.25,0.59
S24895000135,04/06/2015,2560,Hy-Vee Food Store / Marion,3600 BUSINESS HWY 151 EAST,MARION,52302,,57,Linn,1031080,VODKA 80 PROOF,260,Diageo Americas,36186,Gordon's Vodka 80 Prf,12,750,5.26,7.89,6,47.34,4.50,1.19
S24541100002,03/17/2015,4589,Dyno's #53 / Sibley,1026 2nd AVE,SIBLEY,51249,POINT (-95.752119 43.397431),72,Osceola,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11786,Black Velvet Traveler,12,750,5.23,7.85,12,94.20,9.00,2.38
S06375500028,07/03/2012,2629,Hy-Vee Food Store #2 / Council Bluff,1745 MADISON AVE,COUNCIL BLUFFS,51503,POINT (-95.825137 41.242732),78,Pottawattamie,1011100,BLENDED WHISKIES,260,Diageo Americas,25608,Seagrams 7 Crown Bl Whiskey,6,1750,11.26,16.90,6,101.40,10.50,2.77
INV-08055100014,10/17/2017,3822,The Secret Cellar,1205 Curtis Br Rd NE,Shueyville,52338,POINT (-91.646067 41.847398),52,JOHNSON,1012400,Irish Whiskies,370,PERNOD RICARD USA,15627,Jameson,12,1000,18.98,28.47,3,85.41,3.00,0.79
S12011100002,05/02/2013,4349,Southside Food Mart,1101 ARMY POST RD,DES MOINES,50315,POINT (-93.628783 41.526511),77,Polk,1011100,BLENDED WHISKIES,65,Jim Beam Brands,22786,Beam's 8 Star Bl Whiskey,12,750,3.33,4.99,12,59.88,9.00,2.38
S08246300024,10/10/2012,4302,Shop N Save / Des Moines,1829 6TH AVE,DES MOINES,50314,POINT (-93.625814 41.611018),77,Polk,1081200,CREAM LIQUEURS,305,MHW Ltd,73052,Rumchata,12,375,7.41,11.12,3,33.36,1.12,0.30
S03706600014,01/24/2012,4132,Camanche Food Pride,908 7TH AVE,CAMANCHE,52730,POINT (-90.257535 41.788751),23,Clinton,1081312,BUTTERSCOTCH SCHNAPPS,65,Jim Beam Brands,82787,Dekuyper Buttershots,12,1000,7.35,11.02,12,132.24,12.00,3.17
S14624200033,09/17/2013,3625,Wal-Mart 0892 / Ankeny,1002 SE NATIONAL DR,ANKENY,50021,POINT (-93.582348 41.70486400000001),77,Polk,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34006,Absolut Swedish Vodka 80 Prf,12,750,11.49,17.24,12,206.88,9.00,2.38
S20989900126,09/02/2014,4344,Spirits / Grimes,109 EAST 1ST ST STE B,GRIMES,50111,POINT (-93.793827 41.68840000000001),77,Polk,1031200,VODKA FLAVORED,260,Diageo Americas,77852,Smirnoff Watermelon,12,750,8.25,12.38,2,24.76,1.50,0.40
S20034800055,07/10/2014,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,POINT (-91.53046300000001 41.642764),52,Johnson,1051010,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52599,E & J Vs Brandy Round,12,1000,6.94,10.41,12,124.92,12.00,3.17
S20362200100,07/29/2014,2527,Hy-Vee Food Store #5 / Des Moines,1107 SE ARMY POST RD,DES MOINES,50315,POINT (-93.602372 41.526289),77,Polk,1032200,IMPORTED VODKA - MISC,260,Diageo Americas,64746,Ciroc Coconut,24,200,5.00,7.50,4,30.00,0.80,0.21
S12778400102,06/13/2013,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,POINT (-93.618911 42.022854),85,Story,1081400,TRIPLE SEC,434,Luxco-St Louis,86250,Juarez Triple Sec,12,750,2.50,3.75,3,11.25,2.25,0.59
S12518600024,05/31/2013,3882,Kwik Shop #579 / Davenport,2805 TELEGRAPH RD,DAVENPORT,52802,,82,Scott,1062310,SPICED RUM,260,Diageo Americas,43334,Captain Morgan Spiced Rum,24,375,5.00,7.50,4,30.00,1.50,0.40
S05982400016,06/12/2012,4490,Casey's General Store #2766 / Cedar,380 33RD AVE SW,CEDAR RAPIDS,52404,POINT (-91.67222100000001 41.944954),57,Linn,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19066,Jim Beam,12,750,9.44,14.16,3,42.48,2.25,0.59
S13730600102,08/05/2013,2515,Hy-Vee Food Store #1 / Mason City,2400 4TH ST SW,MASON CITY,50401,POINT (-93.235588 43.148451),17,Cerro Gordo,1022100,TEQUILA,65,Jim Beam Brands,89788,Sauza Gold,6,1750,18.37,27.55,2,55.10,3.50,0.92
S15862700099,11/21/2013,2545,Hy-Vee Drugstore / Iowa City,310 N 1ST ST,IOWA CITY,52245,POINT (-91.528105 42.207428),52,Johnson,1011100,BLENDED WHISKIES,65,Jim Beam Brands,22788,Beam's 8 Star Bl Whiskey,6,1750,7.43,11.15,2,22.30,3.50,0.92
S04609300039,03/19/2012,4442,A-TOWN LIQUOR STORE,212 10TH ST,ALTON,51003,POINT (-96.010058 42.987005),84,Sioux,1051010,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52596,E & J Vs,12,750,5.51,8.26,1,8.26,0.75,0.20
S08845100103,11/08/2012,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,POINT (-91.658105 42.010971),57,Linn,1081390,IMPORTED SCHNAPPS,260,Diageo Americas,69946,Rumple Minze Peppermint Schnapps Liqueur,12,750,12.50,18.74,2,37.48,1.50,0.40
S23632900061,01/22/2015,2806,Osco #881 / Clinton,1307 N SECOND,CLINTON,52732,POINT (-90.184797 41.858932),23,Clinton,1062310,SPICED RUM,380,Phillips Beverage Company,42984,Trader Vics Private Selection Spiced Rum,6,1750,10.00,15.00,6,90.00,10.50,2.77
S26565300038,07/07/2015,3625,Wal-Mart 0892 / Ankeny,1002 SE NATIONAL DR,ANKENY,50021,POINT (-93.582348 41.70486400000001),77,Polk,1032080,IMPORTED VODKA,115,"Constellation Wine Company, Inc.",34820,Svedka Vodka,12,750,8.25,12.38,12,148.56,9.00,2.38
S12131000065,05/09/2013,2637,Hy-Vee #5 / Davenport,2351 W LOCUST,DAVENPORT,52804,POINT (-90.611972 41.538207),82,Scott,1011200,STRAIGHT BOURBON WHISKIES,297,Laird And Company,18407,G & W Bourbon,12,1000,4.94,7.40,12,88.80,12.00,3.17
S13044300018,06/27/2013,4297,Discount Liquor / Cedar Rapids,2933  1ST AVE SE,CEDAR RAPIDS,52402,POINT (-91.63487100000002 42.007104),57,Linn,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37348,Phillips Vodka,6,1750,7.60,11.40,6,68.40,10.50,2.77
S13154500006,07/03/2013,3611,Logan Super Foods,403 E 6TH,LOGAN,51546,POINT (-95.786133 41.644108),43,Harrison,1012100,CANADIAN WHISKIES,260,Diageo Americas,11296,Crown Royal,12,750,14.75,22.13,12,265.56,9.00,2.38
S25765300026,05/20/2015,3013,Keith's Foods,207 E LOCUST ST,BLOOMFIELD,52537,POINT (-92.412847 40.752691),26,Davis,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45276,Paramount White Rum,12,750,4.00,6.00,6,36.00,4.50,1.19
S29206800172,11/20/2015,2517,Hy-Vee Food Store #1 / Newton,1501 FIRST AVENUE EAST,NEWTON,50208,POINT (-93.034296 41.69916),50,Jasper,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19475,Maker's Mark Replica,12,375,8.39,12.59,2,25.18,0.75,0.20
S26322400101,06/22/2015,3612,B and C Liquor / Maquoketa,509 E PLATT,MAQUOKETA,52060,POINT (-90.659692 42.06922000000001),49,Jackson,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10555,Black Velvet Toasted Caramel,24,375,3.07,4.61,3,13.83,1.12,0.30
S26625300006,07/07/2015,4626,Kwik Shop #527 / Council Bluffs,"3632, AVENUE G",COUNCIL BLUFFS,51501,POINT (-95.90597 41.26363),78,Pottawattamie,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37346,Phillips Vodka,12,750,3.57,5.36,12,64.32,9.00,2.38
S13462100018,07/24/2013,3354,Sam's Club 8238 / Davenport,3845 ELMORE AVE.,DAVENPORT,52807,POINT (-90.527081 41.559731),82,Scott,1041100,AMERICAN DRY GINS,260,Diageo Americas,30317,Gordon's Gin London Dry,12,1000,7.00,10.50,24,252.00,24.00,6.34
S15138200014,10/15/2013,3912,Smokin' Joe's #14 Tobacco and Liquor,225 EDGEWOOD RD,CEDAR RAPIDS,52405,,57,Linn,1032200,IMPORTED VODKA - MISC,65,Jim Beam Brands,34630,Pinnacle Strawberry-Kiwi Vodka,12,750,6.87,10.81,2,21.62,1.50,0.40
S16244000028,12/12/2013,2844,CVS Pharmacy #8547 / Iowa City,2425 MUSCATINE AVE,IOWA CITY,52240,POINT (-91.50008800000002 41.649547),52,Johnson,1011100,BLENDED WHISKIES,434,Luxco-St Louis,24158,Hawkeye Blend Whiskey,6,1750,7.38,11.07,6,66.42,10.50,2.77
S26300400010,06/18/2015,4615,North Side Liquor & Grocery,1303 NORTH FEDERAL AVE,MASON CITY,50401,POINT (-93.201061 43.163663),17,Cerro Gordo,1071100,AMERICAN COCKTAILS,395,Proximo,58872,Jose Cuervo Authentic Light Margarita Lime,6,1750,8.20,12.30,6,73.80,10.50,2.77
S14916300085,10/03/2013,2622,Hy-Vee Food Store / Iowa City,1125 N DODGE ST,IOWA CITY,52240,POINT (-91.518868 41.676095),52,Johnson,1071100,AMERICAN COCKTAILS,330,Gemini Spirits,62420,Margaritaville Skinny Margarita,6,1750,6.01,9.52,3,28.56,5.25,1.39
S04832500082,04/02/2012,3692,Wilkie Liquors,724  1ST ST E,MT VERNON,52314,POINT (-91.960918 41.994458),57,Linn,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,65258,Jagermeister Liqueur,6,1750,25.69,38.53,6,231.18,10.50,2.77
S11679600031,04/16/2013,2625,Hy-Vee Wine and Spirits #2,3301 W KIMBERLY RD,DAVENPORT,52804,,82,Scott,1012100,CANADIAN WHISKIES,260,Diageo Americas,11297,Crown Royal Canadian Whisky,12,1000,17.76,26.65,36,959.40,36.00,9.51
S05595700017,05/17/2012,4481,THE LIQUOR HOUSE,425 GILBERT ST,IOWA CITY,52240,POINT (-91.530225 41.656031),52,Johnson,1051010,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52596,E & J Vs,12,750,5.51,8.26,3,24.78,2.25,0.59
S21449200024,09/29/2014,5047,The Fresh Market,"180, COLLINS RD NE",CEDAR RAPIDS,52402,POINT (-91.628026 42.028274),57,Linn,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56,10.50,2.77
S28084900016,09/23/2015,2585,Hy-Vee Wine and Spirits / Algona,1516 HIGHWAY 169 NORTH,ALGONA,50511,POINT (-94.236003 43.081288),55,Kossuth,1012100,CANADIAN WHISKIES,55,Sazerac North America,11936,Canadian Ltd Whisky Convenience Pack,12,750,3.84,6.01,12,72.12,9.00,2.38
S10803400141,02/26/2013,2613,Hy-Vee Food Store #1 / Council Bluff,2323 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.879662 41.261925),78,Pottawattamie,1062310,SPICED RUM,240,"WILLIAM GRANT AND SONS, INC.",45884,Sailor Jerry Spiced Navy Rum,24,375,4.79,7.19,3,21.57,1.12,0.30
S08179600032,10/08/2012,3583,Mac's Liquor And Videos,220 EAST JEFFERSON,CORYDON,50060,POINT (-93.315977 40.757158),93,Wayne,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,65258,Jagermeister Liqueur,6,1750,26.05,39.08,1,39.08,1.75,0.46
S05235600023,04/25/2012,2503,Hy-Vee Drugstore / Ankeny,849 SOUTH ANKENY BLVD.,ANKENY,50021,,77,Polk,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34026,Absolut Peppar,12,750,10.89,16.33,2,32.66,1.50,0.40
S14636100017,09/18/2013,2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,POINT (-90.608201 41.560663),82,Scott,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41704,Uv Red (cherry) Vodka,12,750,6.50,9.74,12,116.88,9.00,2.38
S27655600217,09/01/2015,2666,Hy-Vee #2 / Ankeny,2510 SW STATE ST,ANKENY,50023,POINT (-93.621824 41.705188),77,Polk,1051010,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52598,E & J Vs,6,1750,11.83,17.75,6,106.50,10.50,2.77
S15762300008,11/18/2013,2558,Hy-Vee Food Store / Mount Pleasant,1700 E WASHINGTON,MOUNT PLEASANT,52641,POINT (-91.52888 40.962331000000006),44,Henry,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64862,Fireball Cinnamon Whiskey,12,375,5.33,7.99,12,95.88,4.50,1.19
S18650200002,04/28/2014,4839,DS Services LLC,87 8th ST N,Northwood,50459,POINT (-93.220898 43.444481),98,Worth,1071100,AMERICAN COCKTAILS,395,Proximo,58838,Jose Cuervo Authentic Lime Margarita,6,1750,7.70,11.80,6,70.80,10.50,2.77
S06204300045,06/21/2012,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34117,Absolut Mandrin,12,1000,14.89,22.34,36,804.24,36.00,9.51
S16689200006,01/09/2014,3647,Wal-Mart 2889 / Clinton,2715 SOUTH 25TH ST,CLINTON,52732,POINT (-90.245005 41.818874),23,Clinton,1062310,SPICED RUM,260,Diageo Americas,43285,Captain Morgan Original Spiced Rum Pet,12,750,8.25,12.62,12,151.44,9.00,2.38
S27369100033,08/17/2015,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43121,Bacardi Superior Rum Mini,12,500,5.54,8.31,3,24.93,1.50,0.40
S19474700066,06/11/2014,4167,"Iowa Street Market, Inc.",1256 IOWA ST,DUBUQUE,52001,POINT (-90.668138 42.504959),31,Dubuque,1032080,IMPORTED VODKA,115,"Constellation Wine Company, Inc.",34820,Svedka Vodka,12,750,8.25,12.38,2,24.76,1.50,0.40
S13895800023,08/14/2013,3820,"Charlie's Wine and Spirits,",507 W 19th St,SIOUX CITY,51103,POINT (-96.420193 42.510535),97,Woodbury,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42717,Malibu Coconut Rum,12,1000,10.00,14.99,24,359.76,24.00,6.34
S28351200136,10/08/2015,2626,Hy-Vee Drugstore / University / DSM,4100 UNIVERSITY AVE,DES MOINES,50311,POINT (-93.673222 41.600361),77,Polk,1081200,CREAM LIQUEURS,305,MHW Ltd,73055,Rumchata,12,750,12.50,18.75,2,37.50,1.50,0.40
S12026200067,05/08/2013,3420,Sam's Club 6344 / Windsor Heights,1101  73RD STREET,WINDSOR HEIGHTS,50311,POINT (-93.718027 41.599172),77,Polk,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,86672,Jack Daniel's Tennessee Honey,12,1000,17.40,26.11,12,313.32,12.00,3.17
S24502000015,03/12/2015,5102,Wilkie Liquors,"724, 1st  ST  SE",MOUNT VERNON,52314,POINT (-91.410401 41.918328),57,Linn,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19068,Jim Beam,6,1750,19.99,30.49,6,182.94,10.50,2.77
S25584300091,05/12/2015,2604,Hy-Vee Wine and Spirits / Lemars,1201 12TH AVE SW,LEMARS,51031,POINT (-96.18335000000002 42.778257),75,Plymouth,1071100,AMERICAN COCKTAILS,395,Proximo,59069,Jose Cuervo Authentic Iced Teagarita Margarita,6,1750,10.50,15.75,12,189.00,21.00,5.55
S13104400002,07/01/2013,4260,Fareway Stores #699 / Osceola,215 S MAIN ST,OSCEOLA,50213,POINT (-93.765695 41.032474),20,Clarke,1012100,CANADIAN WHISKIES,260,Diageo Americas,11296,Crown Royal,12,750,14.75,22.13,12,265.56,9.00,2.38
S28849100002,11/05/2015,4367,Kum & Go #109 / Mason City,1224 N FEDERAL AVE,MASON CITY,50401,POINT (-93.201061 43.163367),17,Cerro Gordo,1031080,VODKA 80 PROOF,260,Diageo Americas,38008,Smirnoff Vodka 80 Prf Pet,6,1750,14.75,22.13,6,132.78,10.50,2.77
S19896700070,07/02/2014,2513,Hy-Vee Food Store #2 / Iowa City,812  S 1ST AVE,IOWA CITY,52240,,52,Johnson,1041100,AMERICAN DRY GINS,259,Heaven Hill Brands,29568,Burnett's Gin London Dry,6,1750,10.30,15.45,2,30.90,3.50,0.92
S26447700019,06/26/2015,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,978,"W. J. Deutsch And Sons, Ltd.",65426,Licor 43,12,750,14.10,21.15,1,21.15,0.75,0.20
S06825500020,07/30/2012,4265,Kwik Stop 3 / Waterloo,1104 WASHINGTON ST,WATERLOO,50702,POINT (-92.336965 42.489106),07,Black Hawk,1052010,IMPORTED GRAPE BRANDIES,420,"Moet Hennessy USA, Inc.",48101,Hennessy Vs Cognac Minis,10,600,24.00,36.00,1,36.00,0.60,0.16
S16433600001,12/23/2013,4299,Hometown Market / Central City,9 WATERHOUSE AVE,CENTRAL CITY,52214,POINT (-91.530478 42.199296),57,Linn,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,7.17,10.76,12,129.12,21.00,5.55
S20497900100,08/05/2014,2532,Hy-Vee Food Store #2 / Des Moines,2540 E EUCLID,DES MOINES,50317,POINT (-93.569452 41.627838),77,Polk,1071100,AMERICAN COCKTAILS,395,Proximo,58872,Jose Cuervo Authentic Light Margarita Lime,6,1750,8.20,12.30,6,73.80,10.50,2.77
S26381100046,06/24/2015,3869,Bootleggin' Barzini's Fin,412  1ST AVE,CORALVILLE,52241,POINT (-91.565517 41.672672),52,Johnson,1081600,WHISKEY LIQUEUR,260,Diageo Americas,66213,Piehole Pecan Pie,12,750,7.49,11.24,2,22.48,1.50,0.40
S04291100014,02/28/2012,4113,Tobacco Hut #6 / Council,3134 MANAWA CENTRE DR,COUNCIL BLUFFS,51501,POINT (-95.847514 41.228712),78,Pottawattamie,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34036,Absolut Pears,12,750,10.89,16.33,2,32.66,1.50,0.40
S25889800003,05/28/2015,4603,Kum & Go #208 / SE 14th DM,3200 SE 14th ST,DES MOINES,50320,POINT (-93.596916 41.555041),77,Polk,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64866,Fireball Cinnamon Whiskey,12,750,8.98,13.47,12,161.64,9.00,2.38
S25385100010,04/30/2015,4419,KUM & GO #4 / LAMONI,2091 E MAIN ST,LAMONI,50140,POINT (-93.896684 40.623454),27,Decatur,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34423,Grey Goose Vodka,12,375,9.00,13.50,2,27.00,0.75,0.20
S07262600023,08/22/2012,2594,Hy-Vee Food Store / Sioux City,4500 SERGEANT ROAD,SIOUX CITY,51106,POINT (-96.346969 42.447396),97,Woodbury,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45278,Paramount White Rum,6,1750,7.58,11.37,6,68.22,10.50,2.77
S16610300077,12/30/2013,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,,85,Story,1041100,AMERICAN DRY GINS,205,E AND J GALLO WINERY,31472,New Amsterdam Gin,24,200,2.04,3.06,3,9.18,0.60,0.16
S26530900074,07/01/2015,5102,Wilkie Liquors,"724, 1st  ST  SE",MOUNT VERNON,52314,POINT (-91.410401 41.918328),57,Linn,1081700,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.92,7.38,360,2656.80,360.00,95.10
S18098600021,03/26/2014,3973,Mmdg Spirits / Ames,126A WELCH AVE,AMES,50014,POINT (-93.650131 42.021789),85,Story,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,3,30.39,2.25,0.59
S24955300087,04/08/2015,3820,"Charlie's Wine and Spirits,",507 W 19th St,SIOUX CITY,51103,POINT (-96.420193 42.510535),97,Woodbury,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45248,Paramount Gold Rum,6,1750,7.84,11.76,2,23.52,3.50,0.92
