Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S26543500087,07/01/2015,2663,Hy-Vee / Urbandale,8701 DOUGLAS,URBANDALE,50322,POINT (-93.739105 41.629364),77,Polk,1071100,AMERICAN COCKTAILS,55,Sazerac North America,57120,Chi-Chi's Long Island Iced Tea,6,1750,6.00,9.25,6,55.50,10.50,2.77
S28826800079,11/03/2015,3495,Great Pastimes,228 N MAIN ST,MONTICELLO,52310,POINT (-91.183413 42.24013200000001),53,Jones,1042100,IMPORTED DRY GINS,260,Diageo Americas,28866,Tanqueray Gin,12,750,12.50,18.75,2,37.50,1.50,0.40
S08661600127,10/30/2012,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,POINT (-90.548919 41.55678100000001),82,Scott,1032200,IMPORTED VODKA - MISC,395,Proximo,34972,Three Olives Cherry Vodka,12,750,10.16,15.74,2,31.48,1.50,0.40
S27605400019,08/31/2015,5100,Sam's Food,648 N  MARQUETTE ST,DAVENPORT,52802,POINT (-90.590879 41.526469),82,Scott,1051010,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52594,E & J Vs Brandy,24,375,3.22,4.83,24,115.92,9.00,2.38
S11979900006,05/02/2013,4404,KUM & GO #292 / ANKENY,1825 N ANKENY BLVD,ANKENY,50021,,77,Polk,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,7.13,10.70,12,128.40,21.00,5.55
S26256200007,06/17/2015,4628,Oelwein Bottle and Can Inc.,137 2nd AVE SE,OELWEIN,50662,POINT (-91.910523 42.67564),33,Fayette,1081390,IMPORTED SCHNAPPS,260,Diageo Americas,69940,Rumple Minze Peppermint Mini,12,500,13.50,20.25,1,20.25,0.50,0.13
S19244300022,05/29/2014,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1081300,PEPPERMINT SCHNAPPS,421,"Sazerac Co., Inc.",80826,"Ice 101, Peppermint Schnapps",12,750,9.34,14.01,1,14.01,0.75,0.20
S26996300001,07/28/2015,2508,Hy-Vee Food Store #1 / Cedar Rapids,"1843 JOHNSON AVENUE, N.W.",CEDAR RAPIDS,52405,POINT (-91.697941 41.97447),57,Linn,1071100,AMERICAN COCKTAILS,35,"Bacardi U.S.A., Inc.",57092,Bacardi Classic Cocktails Strawberry Daiquiri,6,1750,10.00,15.00,6,90.00,10.50,2.77
S29181600083,11/19/2015,2561,Hy-Vee Food Store / Fleur / DSM,4605 FLEUR DRIVE,DES MOINES,50321,POINT (-93.64494300000001 41.542748),77,Polk,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34366,Fris Danish Vodka,12,750,4.99,7.49,12,89.88,9.00,2.38
S22768300128,12/04/2014,2635,Hy-Vee #4 / Davenport,4064 E 53RD ST,DAVENPORT,52807,POINT (-90.513769 41.574973),82,Scott,1031100,100 PROOF VODKA,434,Luxco-St Louis,36301,Hawkeye Vodka 80 Prf Mini,12,500,3.73,5.60,12,67.20,6.00,1.59
S29153300037,11/18/2015,4905,South Side Grocery,"319, COURT ST",ROCKWELL CITY,50579,POINT (-94.632453 42.394636),13,Calhoun,1012100,CANADIAN WHISKIES,55,Sazerac North America,12407,Canadian Ltd Whisky,12,1000,5.50,8.25,6,49.50,6.00,1.59
S06764800079,07/25/2012,3420,Sam's Club 6344 / Windsor Heights,1101  73RD STREET,WINDSOR HEIGHTS,50311,POINT (-93.718027 41.599172),77,Polk,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19226,Knob Creek,6,750,19.49,29.24,12,350.88,9.00,2.38
S21194200021,09/18/2014,3456,Quick Shop / Clear Lake,904 N 8TH ST,CLEAR LAKE,50428,POINT (-93.378772 43.142868),17,Cerro Gordo,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37347,Phillips Vodka,12,1000,4.29,6.44,12,77.28,12.00,3.17
S19351500027,06/05/2014,2612,Hy-Vee Store / Perry,1215  141 ST,PERRY,50220,POINT (-94.104501 41.830292),25,Dallas,1062310,SPICED RUM,259,Heaven Hill Brands,43026,Admiral Nelson Spiced Rum,12,750,5.78,8.67,6,52.02,4.50,1.19
S20066000044,07/14/2014,2641,Hy-Vee Drugstore / Council Bluffs,757 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.855054 41.261673),78,Pottawattamie,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45245,Paramount Gold Rum Traveler,12,750,4.00,6.00,12,72.00,9.00,2.38
S19695900021,06/23/2014,4668,Clear Lake Payless Foods,20 SOUTH 4TH ST,CLEAR LAKE,50428,POINT (-93.380368 43.135941),17,Cerro Gordo,1032080,IMPORTED VODKA,277,Stoli Group,34748,Stolichnaya Russian Vodka 80 Prf,6,1750,21.33,32.00,6,192.00,10.50,2.77
S06858400020,08/01/2012,4296,Circle B Market,111 MAIN ST,KEOSAUQUA,52565,POINT (-91.962466 40.7294),89,Van Buren,1081300,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,80571,Arrow Peppermint Schnapps Mini,12,500,4.54,6.81,1,6.81,0.50,0.13
S23198700061,12/26/2014,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,POINT (-91.658105 42.010971),57,Linn,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37356,Phillips Vodka Ez Pack,12,750,3.57,5.36,12,64.32,9.00,2.38
S22070600095,10/29/2014,2576,Hy-Vee Wine and Spirits / Storm Lake,1250 N LAKE ST,STORM LAKE,50588,POINT (-95.200758 42.65318400000001),11,Buena Vista,1081300,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,81208,Paramount Peppermint Schnapps,6,1750,7.08,10.62,2,21.24,3.50,0.92
S10620000028,02/14/2013,3952,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,POINT (-90.48065 41.529655),82,Scott,1022100,TEQUILA,410,The Patron Spirits Company,88296,Patron Tequila Silver,12,750,27.00,40.50,12,486.00,9.00,2.38
S05224900020,04/25/2012,4593,The Cue Liquors,1404 MAIN ST,ROCK VALLEY,51247,POINT (-96.294873 43.204363),84,Sioux,1081010,AMERICAN AMARETTO,434,Luxco-St Louis,76487,Paramount Amaretto,12,1000,4.04,6.06,3,18.18,3.00,0.79
S06069900030,06/14/2012,3917,Smokin' Joe's #2 Tobacco and Liquor,1606 W LOCUST ST,DAVENPORT,52804,POINT (-90.599037 41.538254),82,Scott,1051010,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52580,E & J Vsop Superior Reserve,24,200,2.02,3.03,3,9.09,0.60,0.16
S13332100135,07/15/2013,3612,B and C Liquor / Maquoketa,509 E PLATT,MAQUOKETA,52060,POINT (-90.659692 42.06922000000001),49,Jackson,1081315,CINNAMON SCHNAPPS,65,Jim Beam Brands,82610,Dekuyper Hot Damn!,12,1000,7.62,11.43,2,22.86,2.00,0.53
S17756000021,03/06/2014,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,POINT (-92.455796 42.517182),07,Black Hawk,1011500,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.09,27.14,12,325.68,9.00,2.38
S16968500092,01/22/2014,2465,Sid's Beverage Shop,2727 DODGE ST,DUBUQUE,52003,POINT (-90.705328 42.491862),31,Dubuque,1031080,VODKA 80 PROOF,55,Sazerac North America,37934,Skol Vodka,24,375,1.74,2.60,10,26.00,3.75,0.99
S10529700074,02/11/2013,4442,A-TOWN LIQUOR STORE,212 10TH ST,ALTON,51003,POINT (-96.010058 42.987005),84,Sioux,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,15247,Windsor Canadian,12,1000,6.55,9.83,2,19.66,2.00,0.53
S06381700086,07/03/2012,2465,Sid's Beverage Shop,2727 DODGE ST,DUBUQUE,52003,POINT (-90.705328 42.491862),31,Dubuque,1032200,IMPORTED VODKA - MISC,277,Stoli Group,34737,Stolichnaya Ohranj Vodka,12,1000,16.18,24.27,4,97.08,4.00,1.06
S11591900059,04/11/2013,3805,Washington Street Mini Mart,1601 WASHINGTON ST,DAVENPORT,52084,POINT (-90.665741 42.508947),82,Scott,1032200,IMPORTED VODKA - MISC,260,Diageo Americas,64716,Ciroc Peach,12,750,18.50,27.75,3,83.25,2.25,0.59
S11797500052,04/23/2013,2624,Hy-Vee #2 / Dubuque,2395 NW ARTERIAL RD,DUBUQUE,52002,POINT (-90.741064 42.516633),31,Dubuque,1022100,TEQUILA,395,Proximo,89196,Jose Cuervo Especial Reposado Tequila,12,750,10.24,15.48,12,185.76,9.00,2.38
S28873300029,11/04/2015,2596,Hy-Vee / Regal Liquors and Video,2453 NORTH COURT,OTTUMWA,52501,POINT (-92.408085 41.049854),90,Wapello,1032080,IMPORTED VODKA,115,"Constellation Wine Company, Inc.",34821,Svedka Vodka,6,1750,14.75,22.13,6,132.78,10.50,2.77
S03787300043,01/30/2012,3494,Sam's Club 6514 / Waterloo,210 EAST TOWER PARK DR,WATERLOO,50702,POINT (-92.353103 42.456374),07,Black Hawk,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64867,Fireball Cinnamon Whiskey,12,1000,11.00,16.50,24,396.00,24.00,6.34
S04276600011,02/27/2012,3943,Good and Quick Co,519 LINCOLNWAY,NEVADA,50201,POINT (-93.464816 42.022781),85,Story,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64862,Fireball Cinnamon Whiskey,12,375,5.33,7.99,3,23.97,1.12,0.30
S14456200026,09/10/2013,2644,Hy-Vee Fort Dodge Wine and Spirits,1511 2ND AVE NORTH,FORT DODGE,50501,POINT (-94.177165 42.508344),94,Webster,1022100,TEQUILA,434,Luxco-St Louis,87937,Juarez Tequila Silver,12,1000,6.67,10.00,12,120.00,12.00,3.17
S26532200147,07/01/2015,3456,Quick Shop / Clear Lake,904 N 8TH ST,CLEAR LAKE,50428,POINT (-93.378772 43.142868),17,Cerro Gordo,1081200,CREAM LIQUEURS,330,Gemini Spirits,80457,Ryan's Cream Liqueur,12,1000,7.23,10.85,2,21.70,2.00,0.53
S28202700022,09/30/2015,4509,A J'S LIQUOR II,2515 CHAMBERLAIN,AMES,50010,POINT (-93.650838 42.021461),85,Story,1022100,TEQUILA,85,Brown-Forman Corporation,89666,Pepe Lopez Gold,12,750,7.50,11.25,1,11.25,0.75,0.20
S12355100138,05/22/2013,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POINT (-93.773557 41.561197),77,Polk,1041150,FLAVORED GINS,370,Pernod Ricard USA/Austin Nichols,33256,Seagrams Lime Twisted Gin,12,750,5.99,8.99,4,35.96,3.00,0.79
S26016400016,06/04/2015,4801,Walgreens #05852 / Des Moines,3030 UNIVERSITY AVE,DES MOINES,50311,POINT (-93.658747 41.60037),77,Polk,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19066,Jim Beam,12,750,10.49,15.74,12,188.88,9.00,2.38
S21956400028,10/22/2014,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,POINT (-91.53046300000001 41.642764),52,Johnson,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64866,Fireball Cinnamon Whiskey,12,750,8.98,13.47,12,161.64,9.00,2.38
S15315200043,10/23/2013,2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,POINT (-90.608201 41.560663),82,Scott,1052010,IMPORTED GRAPE BRANDIES,65,Jim Beam Brands,47782,Courvoisier VS,48,100,2.38,3.57,2,7.14,0.20,0.05
S23470900006,01/13/2015,4200,Fareway Stores #019 / Sioux City,4016 INDIAN HILLS DR,SIOUX CITY,51108,POINT (-96.373252 42.538578),97,Woodbury,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,322,Prestige Wine and Spirits Group,75216,Kinky Gold,12,750,10.00,15.00,2,30.00,1.50,0.40
S08248600043,10/10/2012,2523,Hy-Vee Food Store / Centerville,414 N 18TH ST,CENTERVILLE,52544,POINT (-92.86795 40.735639),04,Appanoose,1062310,SPICED RUM,260,Diageo Americas,43244,Captain Morgan 100 Proof Spiced Rum,12,750,10.00,14.99,2,29.98,1.50,0.40
S11730800043,04/18/2013,3942,Twin Town Liquor,104 HIGHWAY 30 WEST,TOLEDO,52342,POINT (-92.579446 41.985985),86,Tama,1081315,CINNAMON SCHNAPPS,421,"Sazerac Co., Inc.",82957,Firewater Cinnamon Schnapps,12,1000,9.87,14.80,2,29.60,2.00,0.53
S25658100057,05/14/2015,2627,Hy-Vee Wine and Spirits #1,3424 MARTIN LUTHER KING JR PKW,DES MOINES,50310,POINT (-93.65129 41.626668),77,Polk,1062310,SPICED RUM,260,Diageo Americas,43333,Captain Morgan Spiced Rum Pet,48,200,2.13,3.20,48,153.60,9.60,2.54
S05623600014,05/21/2012,4617,Lickety Liquor,2501 HUBBELL AVE,DES MOINES,50317,POINT (-93.570489 41.607817),77,Polk,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,86670,Jack Daniel's Tennessee Honey,12,750,13.01,19.51,1,19.51,0.75,0.20
S17881100059,03/13/2014,4108,Oasis Grocery and Liquor /,2917 PAYNE,DES MOINES,50310,POINT (-93.658311 41.620075),77,Polk,1012200,SCOTCH WHISKIES,260,Diageo Americas,5346,Johnnie Walker Red,12,750,14.00,20.99,5,104.95,3.75,0.99
S24978300065,04/09/2015,2626,Hy-Vee Drugstore / University / DSM,4100 UNIVERSITY AVE,DES MOINES,50311,POINT (-93.673222 41.600361),77,Polk,1081300,PEPPERMINT SCHNAPPS,65,Jim Beam Brands,80686,Dekuyper Blustery Peppermint Burst Schnapps,12,750,3.44,5.16,24,123.84,18.00,4.76
S24556300015,03/17/2015,4249,Fareway Stores #048 / Clarinda,115 ESSIE DAVISON DR,CLARINDA,51632,POINT (-95.040293 40.724008),73,Page,1031100,100 PROOF VODKA,300,Mccormick Distilling Company,36886,Mccormick Vodka,12,750,3.31,4.97,6,29.82,4.50,1.19
S11166200076,03/19/2013,4649,Metro Liquor and Tobacco,3418 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.900018 41.261929),78,Pottawattamie,1052010,IMPORTED GRAPE BRANDIES,420,"Moet Hennessy USA, Inc.",48106,Hennessy Vs Cognac,12,750,17.99,26.99,1,26.99,0.75,0.20
S08448900022,10/19/2012,3912,Smokin' Joe's #14 Tobacco and Liquor,225 EDGEWOOD RD,CEDAR RAPIDS,52405,,57,Linn,1081600,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86884,Southern Comfort,24,375,4.54,6.80,3,20.40,1.12,0.30
S14649400010,09/18/2013,4609,Kum & Go #579 / Ankeny,165 SW MAGAZINE RD,ANKENY,50023,POINT (-93.602007 41.717286),77,Polk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45276,Paramount White Rum,12,750,4.17,6.26,6,37.56,4.50,1.19
S27336900016,08/17/2015,4067,Freeman Foods,268 8TH AVE,WELLMAN,52356,POINT (-91.837922 41.465008),90,Wapello,1012100,CANADIAN WHISKIES,421,"Sazerac Co., Inc.",12888,Rich & Rare Canadian Whisky,6,1750,8.98,13.47,1,13.47,1.75,0.46
S20431000008,07/31/2014,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,POINT (-91.658577 41.955859),57,Linn,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37338,UV Vodka PET,6,1750,7.99,13.49,6,80.94,10.50,2.77
S13361100087,07/15/2013,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 DEVILS GLEN ROAD,BETTENDORF,52722,POINT (-90.483701 41.552338),82,Scott,1071100,AMERICAN COCKTAILS,395,Proximo,58860,Jose Cuervo Mango Margarita,6,1750,7.70,11.80,6,70.80,10.50,2.77
S12192200031,05/13/2013,4559,Osage Payless Foods,"633, CHASE ST",OSAGE,50461,POINT (-92.811539 43.285134),66,Mitchell,1031200,VODKA FLAVORED,259,Heaven Hill Brands,41840,Burnett's Limeade Vodka,12,750,4.83,7.25,2,14.50,1.50,0.40
S08013700032,10/01/2012,3981,Wal-Mart 1152 / Sioux Center,255 16TH ST SW,SIOUX CENTER,51250,POINT (-96.179835 43.060881),84,Sioux,1062300,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43197,Bacardi Torched Cherry,12,750,7.33,11.49,12,137.88,9.00,2.38
S17605100019,02/26/2014,4346,Roy's Foodland,105 PEARL ST,SHELLSBURG,52332,POINT (-91.869285 42.094155),06,Benton,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,259,Heaven Hill Brands,65195,Hpnotiq,6,750,8.83,13.74,2,27.48,1.50,0.40
S27476800120,08/24/2015,3612,B and C Liquor / Maquoketa,509 E PLATT,MAQUOKETA,52060,POINT (-90.659692 42.06922000000001),49,Jackson,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41692,Uv Blue (raspberry) Vodka,6,1750,10.99,16.49,2,32.98,3.50,0.92
S13391000035,07/16/2013,2959,Dahl's / Merle Hay,4343 MERLE HAY ROAD,DES MOINES,50310,POINT (-93.697647 41.63740800000001),77,Polk,1012200,SCOTCH WHISKIES,370,Pernod Ricard USA/Austin Nichols,9428,Passport Scotch,6,1750,14.00,20.99,6,125.94,10.50,2.77
S18277300014,04/07/2014,4967,Jeff's Market / Blue Grass,"102, W MAYNE ST",BLUE GRASS,52726,POINT (-90.766126 41.509119),82,Scott,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19061,Jim Beam Mini,12,500,6.83,10.24,1,10.24,0.50,0.13
S25085200066,04/15/2015,2536,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,POINT (-93.519187 41.598109),77,Polk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45275,Paramount White Rum Traveler,12,750,4.00,6.00,12,72.00,9.00,2.38
S10127000003,01/21/2013,3742,Wal-Mart 1625 / Lemars,1111 HOLTON DR,LEMARS,51031,POINT (-96.185499 42.780675),75,Plymouth,1011100,BLENDED WHISKIES,297,Laird And Company,23828,Five Star,6,1750,7.46,11.19,6,67.14,10.50,2.77
S27445100006,08/20/2015,4196,Fareway Stores #987 / Davenport,1635 WEST 53RD ST,DAVENPORT,52806,POINT (-90.598191 41.574438),82,Scott,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43048,Bacardi Select Rum,6,1750,15.00,22.50,6,135.00,10.50,2.77
S06316300001,06/28/2012,2620,Hy-Vee / Windsor Heights,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,,77,Polk,1062300,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43209,Bacardi Black Razz,12,750,8.33,12.50,12,150.00,9.00,2.38
S27493100046,08/24/2015,2647,Hy-Vee #7 / Cedar Rapids,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,POINT (-91.701581 42.030129),57,Linn,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26824,Jack Daniels Old #7 Black Lbl Square,24,375,6.77,10.16,5,50.80,1.88,0.50
